Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,NNscore2.0@GlideSP,,0.653 ,0.046 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,NNscore2.0@GlideSP,,0.620 ,0.162 ,,5.25,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,NNscore2.0@GlideSP,,0.617 ,0.105 ,,2.40,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,NNscore2.0@GlideSP,,0.578 ,0.042 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,NNscore2.0@GlideSP,,0.525 ,0.022 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,NNscore2.0@GlideSP,,0.677 ,0.066 ,,2.55,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,NNscore2.0@GlideSP,,0.662 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,NNscore2.0@GlideSP,,0.802 ,0.267 ,,7.89,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,NNscore2.0@GlideSP,,0.614 ,0.133 ,,4.96,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,NNscore2.0@GlideSP,,0.639 ,0.031 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,NNscore2.0@GlideSP,,0.512 ,0.071 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,NNscore2.0@GlideSP,,0.635 ,0.145 ,,4.75,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,NNscore2.0@GlideSP,,0.708 ,0.046 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,NNscore2.0@GlideSP,,0.419 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,NNscore2.0@GlideSP,,0.468 ,0.073 ,,2.34,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,NNscore2.0@GlideSP,,0.693 ,0.025 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,NNscore2.0@GlideSP,,0.601 ,0.015 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,NNscore2.0@GlideSP,,0.819 ,0.160 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,NNscore2.0@GlideSP,,0.830 ,0.335 ,,6.45,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,NNscore2.0@GlideSP,,0.632 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,NNscore2.0@GlideSP,,0.747 ,0.164 ,,2.55,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,NNscore2.0@GlideSP,,0.654 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,NNscore2.0@GlideSP,,0.650 ,0.139 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,NNscore2.0@GlideSP,,0.673 ,0.055 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,NNscore2.0@GlideSP,,0.776 ,0.282 ,,11.92,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,NNscore2.0@GlideSP,,0.557 ,0.117 ,,4.78,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,NNscore2.0@GlideSP,,0.728 ,0.163 ,,7.00,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,NNscore2.0@GlideSP,,0.643 ,0.226 ,,4.75,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,NNscore2.0@GlideSP,,0.882 ,0.471 ,,12.84,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,NNscore2.0@GlideSP,,0.695 ,0.014 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,NNscore2.0@GlideSP,,0.552 ,0.031 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,NNscore2.0@GlideSP,,0.641 ,0.002 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,NNscore2.0@GlideSP,,0.612 ,0.149 ,,2.99,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,NNscore2.0@GlideSP,,0.751 ,0.086 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,NNscore2.0@GlideSP,,0.667 ,0.010 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,NNscore2.0@GlideSP,,0.638 ,0.163 ,,4.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,NNscore2.0@GlideSP,,0.617 ,0.204 ,,7.51,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,NNscore2.0@GlideSP,,0.622 ,0.009 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,NNscore2.0@GlideSP,,0.454 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,NNscore2.0@GlideSP,,0.672 ,0.107 ,,2.50,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,NNscore2.0@GlideSP,,0.639 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,NNscore2.0@GlideSP,,0.770 ,0.172 ,,4.99,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,NNscore2.0@GlideSP,,0.671 ,0.207 ,,7.07,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,NNscore2.0@GlideSP,,0.650 ,0.208 ,,10.06,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,NNscore2.0@GlideSP,,0.860 ,0.555 ,,17.27,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,NNscore2.0@GlideSP,,0.652 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,NNscore2.0@GlideSP,,0.588 ,0.068 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,NNscore2.0@GlideSP,,0.546 ,0.047 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,NNscore2.0@GlideSP,,0.703 ,0.039 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,NNscore2.0@GlideSP,,0.550 ,0.015 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,NNscore2.0@GlideSP,,0.661 ,0.077 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,NNscore2.0@GlideSP,,0.695 ,0.153 ,,2.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,NNscore2.0@GlideSP,,0.556 ,0.142 ,,4.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,NNscore(ODDT)@GlideSP,,0.602 ,0.024 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,NNscore(ODDT)@GlideSP,,0.610 ,0.019 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,NNscore(ODDT)@GlideSP,,0.578 ,0.094 ,,2.43,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,NNscore(ODDT)@GlideSP,,0.549 ,0.048 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,NNscore(ODDT)@GlideSP,,0.632 ,0.073 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,NNscore(ODDT)@GlideSP,,0.700 ,0.182 ,,4.76,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,NNscore(ODDT)@GlideSP,,0.497 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,NNscore(ODDT)@GlideSP,,0.492 ,0.006 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,NNscore(ODDT)@GlideSP,,0.464 ,0.032 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,NNscore(ODDT)@GlideSP,,0.481 ,0.006 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,NNscore(ODDT)@GlideSP,,0.641 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,NNscore(ODDT)@GlideSP,,0.382 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,NNscore(ODDT)@GlideSP,,0.554 ,0.019 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,NNscore(ODDT)@GlideSP,,0.518 ,0.026 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,NNscore(ODDT)@GlideSP,,0.675 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,NNscore(ODDT)@GlideSP,,0.665 ,0.058 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,NNscore(ODDT)@GlideSP,,0.500 ,0.193 ,,4.98,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,NNscore(ODDT)@GlideSP,,0.574 ,0.329 ,,11.85,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,NNscore(ODDT)@GlideSP,,0.623 ,0.041 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,NNscore(ODDT)@GlideSP,,0.502 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,NNscore(ODDT)@GlideSP,,0.856 ,0.161 ,,4.65,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,NNscore(ODDT)@GlideSP,,0.481 ,0.062 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,NNscore(ODDT)@GlideSP,,0.531 ,0.048 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,NNscore(ODDT)@GlideSP,,0.409 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,NNscore(ODDT)@GlideSP,,0.485 ,0.063 ,,2.50,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNscore(ODDT)@GlideSP,,0.792 ,0.065 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,NNscore(ODDT)@GlideSP,,0.543 ,0.010 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,NNscore(ODDT)@GlideSP,,0.751 ,0.113 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,NNscore(ODDT)@GlideSP,,0.651 ,0.266 ,,11.60,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,NNscore(ODDT)@GlideSP,,0.612 ,0.072 ,,2.63,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,NNscore(ODDT)@GlideSP,,0.595 ,0.153 ,,2.40,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,NNscore(ODDT)@GlideSP,,0.524 ,0.087 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,NNscore(ODDT)@GlideSP,,0.535 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,NNscore(ODDT)@GlideSP,,0.429 ,0.011 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,NNscore(ODDT)@GlideSP,,0.489 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,NNscore(ODDT)@GlideSP,,0.619 ,0.133 ,,5.26,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,NNscore(ODDT)@GlideSP,,0.651 ,0.050 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,NNscore(ODDT)@GlideSP,,0.440 ,0.046 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,NNscore(ODDT)@GlideSP,,0.431 ,0.112 ,,4.64,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,NNscore(ODDT)@GlideSP,,0.527 ,0.062 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,NNscore(ODDT)@GlideSP,,0.542 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,NNscore(ODDT)@GlideSP,,0.435 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,NNscore(ODDT)@GlideSP,,0.605 ,0.014 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,NNscore(ODDT)@GlideSP,,0.484 ,0.008 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,NNscore(ODDT)@GlideSP,,0.441 ,0.057 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,NNscore(ODDT)@GlideSP,,0.342 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,NNscore(ODDT)@GlideSP,,0.504 ,0.028 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,NNscore(ODDT)@GlideSP,,0.655 ,0.062 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,NNscore(ODDT)@GlideSP,,0.748 ,0.154 ,,5.10,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,NNscore(ODDT)@GlideSP,,0.369 ,0.080 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,NNscore(ODDT)@GlideSP,,0.531 ,0.133 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,NNscore(ODDT)@GlideSP,,0.600 ,0.095 ,,2.46,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,NNscore(ODDT)@GlideSP,,0.570 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,NNscore(ODDT)@GlideSP,,0.444 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,NNscore(ODDT)@GlideSP,,0.669 ,0.273 ,,9.34,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,NNscore(ODDT)@GlideSP,,0.533 ,0.099 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,NNscore(ODDT)@GlideSP,,0.783 ,0.324 ,,7.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,NNscore(ODDT)@GlideSP,,0.772 ,0.172 ,,7.58,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,NNscore(ODDT)@GlideSP,,0.630 ,0.277 ,,7.13,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
