Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
bcl2,RF-Scorev3(ODDT)@GlideSP,1.0,18.82,40,1240,13,7.892,0.979,46.355,0.597,60.71,0.335,0.287,18.82,0.766,0.601
pygl-out,RF-Scorev3(ODDT)@GlideSP,1.0,11.88,40,1240,13,4.982,0.949,18.64,0.559,38.323,0.204,0.175,11.88,0.575,0.336
gsk3b,RF-Scorev3(ODDT)@GlideSP,1.0,9.28,40,1240,13,3.892,0.928,12.818,0.545,29.935,0.156,0.133,9.28,0.658,0.248
lck,RF-Scorev3(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.593,0.039
jak3,RF-Scorev3(ODDT)@GlideSP,1.0,9.98,40,1240,13,4.185,0.934,14.244,0.549,32.194,0.169,0.144,9.98,0.715,0.244
aurkb,RF-Scorev3(ODDT)@GlideSP,1.0,11.68,40,1240,13,4.898,0.948,18.137,0.558,37.677,0.201,0.172,11.68,0.687,0.351
aurka,PLECRF(ODDT)@GlideSP,1.0,2.39,40,1240,13,1.002,0.715,2.506,0.508,7.71,0.026,0.022,2.39,0.805,0.188
pim-1,PLECRF(ODDT)@GlideSP,1.0,4.65,40,1240,13,1.95,0.841,5.294,0.52,15.0,0.069,0.059,4.65,0.651,0.179
tk,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.543,0.0
mk2,PLECRF(ODDT)@GlideSP,1.0,2.62,40,1240,13,1.099,0.735,2.77,0.509,8.452,0.03,0.026,2.62,0.724,0.074
pim-2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.489,0.056
hmgr,PLECRF(ODDT)@GlideSP,1.0,19.03,40,1240,13,7.98,0.979,47.694,0.598,61.387,0.339,0.29,19.03,0.544,0.503
ppara,PLECRF(ODDT)@GlideSP,1.0,2.5,40,1240,13,1.048,0.725,2.632,0.508,8.065,0.028,0.024,2.5,0.723,0.063
pi3kg,PLECRF(ODDT)@GlideSP,1.0,14.32,40,1240,13,6.005,0.963,25.755,0.572,46.194,0.25,0.214,14.32,0.789,0.402
sirt2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.363,0.0
gba,PLECRF(ODDT)@GlideSP,1.0,2.38,40,1240,13,0.998,0.714,2.495,0.507,7.677,0.026,0.022,2.38,0.603,0.062
hdac2,PLECRF(ODDT)@GlideSP,1.0,2.33,40,1240,13,0.977,0.709,2.438,0.507,7.516,0.025,0.021,2.33,0.647,0.098
inha,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.578,0.041
ache,PLECRF(ODDT)@GlideSP,1.0,4.7,40,1240,13,1.971,0.843,5.361,0.52,15.161,0.07,0.059,4.7,0.684,0.189
vegfr2,PLECRF(ODDT)@GlideSP,1.0,2.41,40,1240,13,1.011,0.717,2.529,0.508,7.774,0.026,0.023,2.41,0.583,0.07
rxr,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.575,0.031
thrombin,PLECRF(ODDT)@GlideSP,1.0,9.81,40,1240,13,4.114,0.933,13.889,0.548,31.645,0.166,0.142,9.81,0.593,0.28
fkbp1a,PLECRF(ODDT)@GlideSP,1.0,7.48,40,1240,13,3.137,0.905,9.541,0.535,24.129,0.122,0.104,7.48,0.775,0.182
sars-hcov,PLECRF(ODDT)@GlideSP,1.0,0.0,39,1209,13,0.0,0.0,0.0,0.494,0.0,-0.019,-0.016,0.0,0.36,0.015
hiv1rt,PLECRF(ODDT)@GlideSP,1.0,2.46,40,1240,13,1.032,0.721,2.586,0.508,7.935,0.027,0.023,2.46,0.562,0.047
a2a,PLECRF(ODDT)@GlideSP,1.0,9.45,40,1240,13,3.963,0.929,13.155,0.546,30.484,0.159,0.136,9.45,0.557,0.285
kif11,PLECRF(ODDT)@GlideSP,1.0,23.25,40,1240,13,9.75,0.989,90.0,0.621,75.0,0.418,0.358,23.25,0.669,0.595
cdk2,PLECRF(ODDT)@GlideSP,1.0,4.98,40,1240,13,2.088,0.852,5.742,0.522,16.065,0.075,0.064,4.98,0.632,0.234
adam17,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.629,0.044
akt1,PLECRF(ODDT)@GlideSP,1.0,2.53,40,1240,13,1.061,0.727,2.666,0.508,8.161,0.029,0.025,2.53,0.543,0.092
tie2,PLECRF(ODDT)@GlideSP,1.0,17.49,40,1240,13,7.335,0.975,38.838,0.589,56.419,0.31,0.265,17.49,0.69,0.394
igf1r,PLECRF(ODDT)@GlideSP,1.0,4.97,40,1240,13,2.084,0.851,5.728,0.522,16.032,0.075,0.064,4.97,0.678,0.175
pygl-in,PLECRF(ODDT)@GlideSP,1.0,2.37,40,1240,13,0.994,0.713,2.483,0.507,7.645,0.026,0.022,2.37,0.625,0.071
parp-1,PLECRF(ODDT)@GlideSP,1.0,4.64,40,1240,13,1.946,0.841,5.281,0.52,14.968,0.068,0.059,4.64,0.624,0.108
jnk1,PLECRF(ODDT)@GlideSP,1.0,2.63,40,1240,13,1.103,0.736,2.781,0.509,8.484,0.031,0.026,2.63,0.686,0.056
adrb2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.598,0.045
hsp90,PLECRF(ODDT)@GlideSP,1.0,9.34,40,1240,13,3.917,0.928,12.936,0.545,30.129,0.157,0.134,9.34,0.636,0.304
ts,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1239,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.514,0.012
tpa,PLECRF(ODDT)@GlideSP,1.0,2.55,40,1240,13,1.069,0.729,2.689,0.508,8.226,0.029,0.025,2.55,0.472,0.081
upa,PLECRF(ODDT)@GlideSP,1.0,2.49,40,1240,13,1.044,0.724,2.62,0.508,8.032,0.028,0.024,2.49,0.549,0.078
prkcq,PLECRF(ODDT)@GlideSP,1.0,5.26,40,1240,13,2.206,0.86,6.131,0.523,16.968,0.08,0.068,5.26,0.762,0.194
pde5,PLECRF(ODDT)@GlideSP,1.0,12.41,40,1240,13,5.204,0.952,20.027,0.562,40.032,0.214,0.183,12.41,0.603,0.333
dhfr,PLECRF(ODDT)@GlideSP,1.0,2.35,40,1240,13,0.985,0.711,2.461,0.507,7.581,0.025,0.022,2.35,0.406,0.038
rock-1,PLECRF(ODDT)@GlideSP,1.0,2.32,40,1240,13,0.973,0.708,2.427,0.507,7.484,0.025,0.021,2.32,0.511,0.073
egfr,PLECRF(ODDT)@GlideSP,1.0,9.51,40,1240,13,3.988,0.93,13.276,0.546,30.677,0.16,0.137,9.51,0.637,0.261
ctsk,PLECRF(ODDT)@GlideSP,1.0,23.75,40,1240,13,9.96,0.99,98.276,0.623,76.613,0.428,0.366,23.75,0.795,0.561
hdac8,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.346,0.001
itk,PLECRF(ODDT)@GlideSP,1.0,2.34,40,1240,13,0.981,0.71,2.449,0.507,7.548,0.025,0.022,2.34,0.671,0.06
pdk1,PLECRF(ODDT)@GlideSP,1.0,4.88,40,1240,13,2.046,0.849,5.605,0.521,15.742,0.073,0.062,4.88,0.672,0.304
p38-alpha,PLECRF(ODDT)@GlideSP,1.0,9.4,40,1240,13,3.942,0.929,13.056,0.546,30.323,0.158,0.135,9.4,0.609,0.288
er-beta,PLECRF(ODDT)@GlideSP,1.0,15.88,40,1240,13,6.659,0.969,31.508,0.581,51.226,0.28,0.239,15.88,0.698,0.478
ar,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.518,0.008
pde4b,PLECRF(ODDT)@GlideSP,1.0,4.74,40,1240,13,1.988,0.844,5.415,0.52,15.29,0.07,0.06,4.74,0.696,0.109
fxa,PLECRF(ODDT)@GlideSP,1.0,12.75,40,1240,13,5.347,0.954,20.959,0.564,41.129,0.221,0.189,12.75,0.722,0.317
17betahsd1,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.482,0.001
jnk3,PLECRF(ODDT)@GlideSP,1.0,9.54,40,1240,13,4.001,0.93,13.336,0.546,30.774,0.16,0.137,9.54,0.709,0.275
fgfr1,PLECRF(ODDT)@GlideSP,1.0,7.37,40,1240,13,3.091,0.903,9.357,0.535,23.774,0.12,0.102,7.37,0.7,0.236
braf,PLECRF(ODDT)@GlideSP,1.0,11.92,40,1240,13,4.999,0.949,18.742,0.559,38.452,0.205,0.176,11.92,0.677,0.287
src,PLECRF(ODDT)@GlideSP,1.0,7.17,40,1240,13,3.007,0.9,9.026,0.533,23.129,0.116,0.099,7.17,0.602,0.258
ephb4,PLECRF(ODDT)@GlideSP,1.0,9.34,40,1240,13,3.917,0.928,12.936,0.545,30.129,0.157,0.134,9.34,0.694,0.313
pparg,PLECRF(ODDT)@GlideSP,1.0,2.38,40,1240,13,0.998,0.714,2.495,0.507,7.677,0.026,0.022,2.38,0.573,0.102
cox2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.626,0.031
hiv1pr,PLECRF(ODDT)@GlideSP,1.0,25.28,40,1240,13,10.601,0.993,132.587,0.632,81.548,0.456,0.39,25.28,0.811,0.635
ace,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.513,0.003
pr,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.485,0.026
tp,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.268,0.0
pnp,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.399,0.001
catl,PLECRF(ODDT)@GlideSP,1.0,2.37,40,1240,13,0.994,0.713,2.483,0.507,7.645,0.026,0.022,2.37,0.787,0.155
gr,PLECRF(ODDT)@GlideSP,1.0,4.7,40,1240,13,1.971,0.843,5.361,0.52,15.161,0.07,0.059,4.7,0.648,0.212
jnk2,PLECRF(ODDT)@GlideSP,1.0,10.01,40,1240,13,4.198,0.935,14.307,0.549,32.29,0.169,0.145,10.01,0.642,0.196
cox1,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.589,0.032
qpct,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.503,0.0
vegfr1,PLECRF(ODDT)@GlideSP,1.0,9.98,40,1240,13,4.185,0.934,14.244,0.549,32.194,0.169,0.144,9.98,0.661,0.272
ace2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.514,0.04
mdm2,PLECRF(ODDT)@GlideSP,1.0,4.99,40,1240,13,2.093,0.852,5.755,0.522,16.097,0.075,0.064,4.99,0.374,0.109
alr2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.322,0.0
11betahsd1,PLECRF(ODDT)@GlideSP,1.0,2.51,40,1240,13,1.053,0.726,2.643,0.508,8.097,0.028,0.024,2.51,0.625,0.067
erbb2,PLECRF(ODDT)@GlideSP,1.0,17.27,40,1240,13,7.242,0.974,37.735,0.588,55.71,0.306,0.262,17.27,0.833,0.465
cyp2a6,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.42,0.001
mmp2,PLECRF(ODDT)@GlideSP,1.0,4.72,40,1240,13,1.979,0.843,5.388,0.52,15.226,0.07,0.06,4.72,0.582,0.103
bcl2,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.614,0.009
pygl-out,PLECRF(ODDT)@GlideSP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.525,0.002
gsk3b,PLECRF(ODDT)@GlideSP,1.0,4.64,40,1240,13,1.946,0.841,5.281,0.52,14.968,0.068,0.059,4.64,0.606,0.222
lck,PLECRF(ODDT)@GlideSP,1.0,20.84,40,1240,13,8.739,0.984,61.535,0.607,67.226,0.373,0.319,20.84,0.823,0.583
jak3,PLECRF(ODDT)@GlideSP,1.0,7.48,40,1240,13,3.137,0.905,9.541,0.535,24.129,0.122,0.104,7.48,0.756,0.214
aurkb,PLECRF(ODDT)@GlideSP,1.0,4.67,40,1240,13,1.958,0.842,5.321,0.52,15.065,0.069,0.059,4.67,0.611,0.162
11betahsd1,IGN(avg)@IGN,0.5,28.5,40,1240,7,6.435,0.997,342.0,0.58,91.935,0.378,0.267,28.5,0.974,0.966
11betahsd1,IGN(avg)@IGN,1.0,29.34,40,1240,13,12.304,0.998,530.241,0.654,94.645,0.533,0.456,29.34,0.974,0.966
11betahsd1,IGN(avg)@IGN,5.0,15.52,40,1240,62,31.04,0.968,30.078,0.875,77.6,0.608,0.593,15.52,0.974,0.966
17betahsd1,IGN(avg)@IGN,0.5,16.07,40,1240,7,3.629,0.97,32.291,0.544,51.839,0.207,0.146,16.07,0.899,0.48
17betahsd1,IGN(avg)@IGN,1.0,15.73,40,1240,13,6.596,0.969,30.904,0.58,50.742,0.277,0.237,15.73,0.899,0.48
17betahsd1,IGN(avg)@IGN,5.0,9.24,40,1240,62,18.48,0.927,12.739,0.713,46.2,0.345,0.336,9.24,0.899,0.48
a2a,IGN(avg)@IGN,0.5,29.24,40,1240,7,6.603,0.998,498.409,0.582,94.323,0.388,0.274,29.24,0.981,0.971
a2a,IGN(avg)@IGN,1.0,29.13,40,1240,13,12.216,0.998,467.326,0.652,93.968,0.529,0.452,29.13,0.981,0.971
a2a,IGN(avg)@IGN,5.0,17.17,40,1240,62,34.34,0.974,37.245,0.918,85.85,0.677,0.66,17.17,0.981,0.971
ace,IGN(avg)@IGN,0.5,30.88,40,1240,7,6.973,1.0,7720.0,0.587,99.613,0.411,0.29,30.88,0.998,1.05
ace,IGN(avg)@IGN,1.0,30.88,40,1240,13,12.95,1.0,7720.0,0.662,99.613,0.562,0.48,30.88,0.998,1.05
ace,IGN(avg)@IGN,5.0,19.42,40,1240,62,38.84,0.981,50.311,0.976,97.1,0.772,0.752,19.42,0.998,1.05
ace2,IGN(avg)@IGN,0.5,30.98,40,1240,7,6.995,1.0,46470.0,0.587,99.935,0.412,0.291,30.98,0.999,1.053
ace2,IGN(avg)@IGN,1.0,30.98,40,1240,13,12.992,1.0,46470.0,0.662,99.935,0.563,0.482,30.98,0.999,1.053
ace2,IGN(avg)@IGN,5.0,19.98,40,1240,62,39.96,0.982,54.392,0.99,99.9,0.795,0.775,19.98,0.999,1.053
ache,IGN(avg)@IGN,0.5,30.53,40,1240,7,6.894,0.999,1948.723,0.586,98.484,0.406,0.287,30.53,0.969,0.914
ache,IGN(avg)@IGN,1.0,28.96,40,1240,13,12.145,0.998,425.882,0.651,93.419,0.525,0.45,28.96,0.969,0.914
ache,IGN(avg)@IGN,5.0,14.44,40,1240,62,28.88,0.963,26.159,0.847,72.2,0.563,0.549,14.44,0.969,0.914
adam17,IGN(avg)@IGN,0.5,30.75,40,1240,7,6.944,1.0,3690.0,0.587,99.194,0.409,0.289,30.75,1.0,1.063
adam17,IGN(avg)@IGN,1.0,30.75,40,1240,13,12.895,1.0,3690.0,0.661,99.194,0.559,0.478,30.75,1.0,1.063
adam17,IGN(avg)@IGN,5.0,19.84,40,1240,62,39.68,0.982,53.333,0.987,99.2,0.789,0.769,19.84,1.0,1.063
adrb2,IGN(avg)@IGN,0.5,27.18,40,1240,7,6.137,0.995,213.455,0.576,87.677,0.36,0.254,27.18,0.995,0.998
adrb2,IGN(avg)@IGN,1.0,26.38,40,1240,13,11.063,0.994,171.299,0.637,85.097,0.477,0.408,26.38,0.995,0.998
adrb2,IGN(avg)@IGN,5.0,18.85,40,1240,62,37.7,0.979,46.543,0.961,94.25,0.748,0.729,18.85,0.995,0.998
akt1,IGN(avg)@IGN,0.5,16.84,40,1240,7,3.803,0.973,35.678,0.546,54.323,0.218,0.154,16.84,0.98,0.626
akt1,IGN(avg)@IGN,1.0,17.68,40,1240,13,7.414,0.976,39.82,0.59,57.032,0.313,0.268,17.68,0.98,0.626
akt1,IGN(avg)@IGN,5.0,14.82,40,1240,62,29.64,0.965,27.478,0.857,74.1,0.579,0.564,14.82,0.98,0.626
alr2,IGN(avg)@IGN,0.5,27.73,40,1240,7,6.262,0.996,254.404,0.578,89.452,0.368,0.259,27.73,0.98,0.871
alr2,IGN(avg)@IGN,1.0,28.29,40,1240,13,11.864,0.997,313.173,0.648,91.258,0.513,0.439,28.29,0.98,0.871
alr2,IGN(avg)@IGN,5.0,15.82,40,1240,62,31.64,0.969,31.265,0.883,79.1,0.621,0.605,15.82,0.98,0.871
ar,IGN(avg)@IGN,0.5,22.57,40,1240,7,5.096,0.988,80.32,0.563,72.806,0.297,0.209,22.57,0.99,1.08
ar,IGN(avg)@IGN,1.0,22.57,40,1240,13,9.465,0.988,80.32,0.617,72.806,0.405,0.347,22.57,0.99,1.08
ar,IGN(avg)@IGN,5.0,16.46,40,1240,62,32.92,0.971,33.961,0.899,82.3,0.648,0.631,16.46,0.99,1.08
aurka,IGN(avg)@IGN,0.5,22.16,40,1240,7,5.004,0.987,75.204,0.562,71.484,0.291,0.205,22.16,0.98,0.827
aurka,IGN(avg)@IGN,1.0,24.66,40,1240,13,10.341,0.992,116.688,0.628,79.548,0.445,0.38,24.66,0.98,0.827
aurka,IGN(avg)@IGN,5.0,16.78,40,1240,62,33.56,0.973,35.401,0.908,83.9,0.661,0.644,16.78,0.98,0.827
aurkb,IGN(avg)@IGN,0.5,24.59,40,1240,7,5.553,0.991,115.086,0.569,79.323,0.325,0.229,24.59,0.985,0.851
aurkb,IGN(avg)@IGN,1.0,25.7,40,1240,13,10.777,0.993,145.472,0.634,82.903,0.464,0.397,25.7,0.985,0.851
aurkb,IGN(avg)@IGN,5.0,16.93,40,1240,62,33.86,0.973,36.098,0.912,84.65,0.667,0.65,16.93,0.985,0.851
bcl2,IGN(avg)@IGN,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.651,0.012
bcl2,IGN(avg)@IGN,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.651,0.012
bcl2,IGN(avg)@IGN,5.0,0.49,40,1240,62,0.98,0.325,0.482,0.487,2.45,-0.021,-0.021,0.49,0.651,0.012
braf,IGN(avg)@IGN,0.5,25.1,40,1240,7,5.668,0.992,127.627,0.57,80.968,0.332,0.234,25.1,0.991,0.833
braf,IGN(avg)@IGN,1.0,24.64,40,1240,13,10.333,0.991,116.226,0.628,79.484,0.444,0.38,24.64,0.991,0.833
braf,IGN(avg)@IGN,5.0,18.13,40,1240,62,36.26,0.977,42.261,0.943,90.65,0.717,0.699,18.13,0.991,0.833
catl,IGN(avg)@IGN,0.5,4.4,40,1240,7,0.994,0.832,4.962,0.51,14.194,0.047,0.033,4.4,0.819,0.18
catl,IGN(avg)@IGN,1.0,5.53,40,1240,13,2.319,0.867,6.514,0.525,17.839,0.085,0.073,5.53,0.819,0.18
catl,IGN(avg)@IGN,5.0,5.14,40,1240,62,10.28,0.856,5.963,0.607,25.7,0.173,0.169,5.14,0.819,0.18
cdk2,IGN(avg)@IGN,0.5,26.58,40,1240,7,6.002,0.994,180.407,0.575,85.742,0.352,0.248,26.58,0.983,0.88
cdk2,IGN(avg)@IGN,1.0,24.92,40,1240,13,10.45,0.992,122.961,0.63,80.387,0.45,0.385,24.92,0.983,0.88
cdk2,IGN(avg)@IGN,5.0,16.28,40,1240,62,32.56,0.971,33.179,0.895,81.4,0.64,0.624,16.28,0.983,0.88
cox1,IGN(avg)@IGN,0.5,28.72,40,1240,7,6.485,0.997,377.895,0.581,92.645,0.381,0.269,28.72,0.989,1.022
cox1,IGN(avg)@IGN,1.0,28.72,40,1240,13,12.044,0.997,377.895,0.65,92.645,0.521,0.446,28.72,0.989,1.022
cox1,IGN(avg)@IGN,5.0,17.26,40,1240,62,34.52,0.974,37.686,0.92,86.3,0.681,0.664,17.26,0.989,1.022
cox2,IGN(avg)@IGN,0.5,23.11,40,1240,7,5.218,0.989,87.871,0.564,74.548,0.304,0.215,23.11,1.0,1.096
cox2,IGN(avg)@IGN,1.0,23.11,40,1240,13,9.691,0.989,87.871,0.62,74.548,0.416,0.356,23.11,1.0,1.096
cox2,IGN(avg)@IGN,5.0,19.53,40,1240,62,39.06,0.981,51.081,0.979,97.65,0.776,0.756,19.53,1.0,1.096
ctsk,IGN(avg)@IGN,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.841,0.092
ctsk,IGN(avg)@IGN,1.0,0.79,40,1240,13,0.331,0.44,0.785,0.499,2.548,-0.004,-0.003,0.79,0.841,0.092
ctsk,IGN(avg)@IGN,5.0,3.82,40,1240,62,7.64,0.808,4.216,0.573,19.1,0.118,0.115,3.82,0.841,0.092
cyp2a6,IGN(avg)@IGN,0.5,1.66,40,1240,7,0.375,0.629,1.697,0.502,5.355,0.009,0.006,1.66,0.685,0.08
cyp2a6,IGN(avg)@IGN,1.0,1.85,40,1240,13,0.776,0.656,1.904,0.505,5.968,0.016,0.014,1.85,0.685,0.08
cyp2a6,IGN(avg)@IGN,5.0,1.11,40,1240,62,2.22,0.527,1.114,0.503,5.55,0.005,0.004,1.11,0.685,0.08
dhfr,IGN(avg)@IGN,0.5,26.23,40,1240,7,5.923,0.994,164.969,0.574,84.613,0.347,0.245,26.23,0.944,0.884
dhfr,IGN(avg)@IGN,1.0,27.46,40,1240,13,11.515,0.996,232.712,0.643,88.581,0.497,0.425,27.46,0.944,0.884
dhfr,IGN(avg)@IGN,5.0,15.96,40,1240,62,31.92,0.97,31.835,0.886,79.8,0.627,0.611,15.96,0.944,0.884
egfr,IGN(avg)@IGN,0.5,14.71,40,1240,7,3.322,0.964,27.09,0.54,47.452,0.189,0.133,14.71,0.97,0.717
egfr,IGN(avg)@IGN,1.0,20.6,40,1240,13,8.639,0.983,59.423,0.606,66.452,0.368,0.315,20.6,0.97,0.717
egfr,IGN(avg)@IGN,5.0,17.05,40,1240,62,34.1,0.973,36.667,0.915,85.25,0.672,0.655,17.05,0.97,0.717
ephb4,IGN(avg)@IGN,0.5,24.57,40,1240,7,5.548,0.991,114.635,0.569,79.258,0.324,0.229,24.57,0.962,0.867
ephb4,IGN(avg)@IGN,1.0,24.9,40,1240,13,10.442,0.992,122.459,0.629,80.323,0.449,0.384,24.9,0.962,0.867
ephb4,IGN(avg)@IGN,5.0,16.42,40,1240,62,32.84,0.971,33.786,0.898,82.1,0.646,0.629,16.42,0.962,0.867
er-beta,IGN(avg)@IGN,0.5,28.59,40,1240,7,6.456,0.997,355.892,0.58,92.226,0.38,0.268,28.59,0.996,1.046
er-beta,IGN(avg)@IGN,1.0,27.53,40,1240,13,11.545,0.996,238.012,0.644,88.806,0.499,0.427,27.53,0.996,1.046
er-beta,IGN(avg)@IGN,5.0,18.38,40,1240,62,36.76,0.978,43.693,0.949,91.9,0.728,0.709,18.38,0.996,1.046
erbb2,IGN(avg)@IGN,0.5,19.73,40,1240,7,4.455,0.981,52.52,0.555,63.645,0.258,0.182,19.73,0.995,0.854
erbb2,IGN(avg)@IGN,1.0,21.38,40,1240,13,8.966,0.985,66.674,0.61,68.968,0.383,0.328,21.38,0.995,0.854
erbb2,IGN(avg)@IGN,5.0,19.24,40,1240,62,38.48,0.98,49.082,0.971,96.2,0.764,0.744,19.24,0.995,0.854
fgfr1,IGN(avg)@IGN,0.5,19.48,40,1240,7,4.399,0.981,50.729,0.554,62.839,0.254,0.179,19.48,0.991,0.792
fgfr1,IGN(avg)@IGN,1.0,20.43,40,1240,13,8.567,0.983,57.985,0.605,65.903,0.365,0.312,20.43,0.991,0.792
fgfr1,IGN(avg)@IGN,5.0,17.81,40,1240,62,35.62,0.976,40.508,0.934,89.05,0.704,0.686,17.81,0.991,0.792
fkbp1a,IGN(avg)@IGN,0.5,32.39,40,1240,7,7.314,1.001,-699.065,0.592,104.484,0.432,0.305,32.39,0.963,0.868
fkbp1a,IGN(avg)@IGN,1.0,31.56,40,1240,13,13.235,1.001,-1690.714,0.666,101.806,0.574,0.491,31.56,0.963,0.868
fkbp1a,IGN(avg)@IGN,5.0,13.93,40,1240,62,27.86,0.961,24.482,0.834,69.65,0.542,0.528,13.93,0.963,0.868
fxa,IGN(avg)@IGN,0.5,30.59,40,1240,7,6.907,1.0,2238.293,0.586,98.677,0.407,0.287,30.59,0.99,0.986
fxa,IGN(avg)@IGN,1.0,30.59,40,1240,13,12.828,1.0,2238.293,0.66,98.677,0.556,0.476,30.59,0.99,0.986
fxa,IGN(avg)@IGN,5.0,18.18,40,1240,62,36.36,0.977,42.543,0.944,90.9,0.72,0.701,18.18,0.99,0.986
gba,IGN(avg)@IGN,0.5,30.88,40,1240,7,6.973,1.0,7720.0,0.587,99.613,0.411,0.29,30.88,0.965,0.754
gba,IGN(avg)@IGN,1.0,25.33,40,1240,13,10.622,0.993,134.021,0.632,81.71,0.457,0.391,25.33,0.965,0.754
gba,IGN(avg)@IGN,5.0,12.45,40,1240,62,24.9,0.953,20.135,0.796,62.25,0.48,0.467,12.45,0.965,0.754
gr,IGN(avg)@IGN,0.5,18.93,40,1240,7,4.275,0.979,47.051,0.552,61.065,0.247,0.174,18.93,0.963,0.682
gr,IGN(avg)@IGN,1.0,20.38,40,1240,13,8.546,0.983,57.571,0.605,65.742,0.364,0.312,20.38,0.963,0.682
gr,IGN(avg)@IGN,5.0,14.14,40,1240,62,28.28,0.962,25.16,0.839,70.7,0.55,0.536,14.14,0.963,0.682
gsk3b,IGN(avg)@IGN,0.5,27.28,40,1240,7,6.16,0.995,220.0,0.577,88.0,0.362,0.255,27.28,0.945,0.738
gsk3b,IGN(avg)@IGN,1.0,23.97,40,1240,13,10.052,0.99,102.29,0.624,77.323,0.432,0.369,23.97,0.945,0.738
gsk3b,IGN(avg)@IGN,5.0,13.51,40,1240,62,27.02,0.959,23.173,0.823,67.55,0.524,0.511,13.51,0.945,0.738
hdac2,IGN(avg)@IGN,0.5,28.9,40,1240,7,6.526,0.998,412.857,0.581,93.226,0.384,0.271,28.9,0.994,0.993
hdac2,IGN(avg)@IGN,1.0,28.79,40,1240,13,12.073,0.997,390.814,0.651,92.871,0.522,0.447,28.79,0.994,0.993
hdac2,IGN(avg)@IGN,5.0,18.57,40,1240,62,37.14,0.978,44.819,0.954,92.85,0.736,0.717,18.57,0.994,0.993
hdac8,IGN(avg)@IGN,0.5,26.44,40,1240,7,5.97,0.994,173.947,0.574,85.29,0.35,0.247,26.44,0.99,0.914
