Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
comt,DenseFS,1.0,4.8,41,3872,39,1.982,0.833,5.003,0.519,5.083,0.04,0.04,4.8,0.853,
cp2c9,DenseFS,1.0,40.8,120,7325,74,49.461,0.992,121.023,0.704,66.84,0.519,0.504,40.8,0.925,
cp3a4,DenseFS,1.0,44.3,160,11766,118,71.085,0.991,109.907,0.72,60.241,0.512,0.506,44.3,0.938,
csf1r,DenseFS,1.0,61.4,164,12006,121,101.484,0.997,375.49,0.809,83.871,0.717,0.709,61.4,0.979,
cxcr4,DenseFS,1.0,5.0,39,3413,35,2.0,0.84,5.242,0.521,5.713,0.044,0.044,5.0,0.76,
def,DenseFS,1.0,47.0,99,5758,58,46.869,0.996,240.7,0.736,80.809,0.614,0.592,47.0,0.964,
dhi1,DenseFS,1.0,1.8,329,19461,195,5.934,0.646,1.825,0.504,3.043,0.011,0.01,1.8,0.701,
dpp4,DenseFS,1.0,16.6,532,40888,409,88.338,0.954,20.898,0.579,21.599,0.18,0.178,16.6,0.849,
drd3,DenseFS,1.0,18.8,478,33326,334,90.064,0.962,25.372,0.59,26.965,0.216,0.213,18.8,0.882,
dyr,DenseFS,1.0,58.0,231,17074,171,134.184,0.996,265.749,0.789,78.47,0.671,0.664,58.0,0.943,
egfr,DenseFS,1.0,86.7,540,34875,349,468.516,1.004,-249.254,0.936,134.245,1.081,1.055,86.7,0.985,
esr1,DenseFS,1.0,56.1,375,20175,202,210.636,1.001,-1287.861,0.781,104.275,0.763,0.727,56.1,0.951,
esr2,DenseFS,1.0,58.8,363,19336,194,214.15,1.002,-555.473,0.796,110.387,0.805,0.766,58.8,0.94,
fa10,DenseFS,1.0,56.9,537,20046,201,306.376,1.01,-105.627,0.788,152.426,0.933,0.828,56.9,0.958,
fa7,DenseFS,1.0,85.9,114,6114,62,99.303,1.007,-140.108,0.939,160.167,1.184,1.13,85.9,0.989,
fabp4,DenseFS,1.0,23.0,47,2518,26,11.162,0.975,39.55,0.616,42.931,0.31,0.296,23.0,0.846,
fak1,DenseFS,1.0,92.0,99,5388,54,91.283,1.008,-130.803,0.965,169.042,1.253,1.196,92.0,0.996,
fgfr1,DenseFS,1.0,79.85,129,435,5,118.398,1.677,-2.477,1.144,2367.966,5.521,1.784,79.85,0.99,
fkb1a,DenseFS,1.0,6.3,111,5887,59,7.008,0.875,7.014,0.527,11.879,0.074,0.07,6.3,0.796,
fnta,DenseFS,1.0,71.2,589,51372,514,419.597,0.997,383.219,0.855,81.634,0.76,0.758,71.2,0.97,
fpps,DenseFS,1.0,85.8,85,8817,89,73.617,0.998,491.605,0.932,86.608,0.845,0.845,85.8,0.995,
gcr,DenseFS,1.0,20.9,183,12612,127,38.514,0.967,29.562,0.602,30.326,0.244,0.239,20.9,0.923,
glcm,DenseFS,1.0,1.85,54,3834,39,1.016,0.652,1.873,0.504,2.606,0.01,0.01,1.85,0.608,
gria2,DenseFS,1.0,11.3,158,11662,117,17.912,0.929,13.162,0.552,15.31,0.122,0.12,11.3,0.906,
grik1,DenseFS,1.0,29.0,101,6620,67,29.644,0.981,51.219,0.644,44.245,0.352,0.345,29.0,0.881,
hdac2,DenseFS,1.0,74.0,180,10352,104,133.818,1.004,-253.615,0.873,128.671,0.978,0.942,74.0,0.965,
hdac8,DenseFS,1.0,87.0,164,10481,105,142.939,1.004,-237.016,0.938,136.132,1.091,1.064,87.0,0.988,
hivint,DenseFS,1.0,48.0,100,6673,67,48.194,0.994,168.448,0.74,71.932,0.584,0.572,48.0,0.946,
hivpr,DenseFS,1.0,8.3,519,35905,360,43.191,0.903,9.295,0.537,11.997,0.089,0.087,8.3,0.888,
hivrt,DenseFS,1.0,12.76,337,18737,188,43.146,0.942,16.263,0.56,22.95,0.16,0.153,12.76,0.768,
hmdh,DenseFS,1.0,45.29,168,8878,89,76.276,0.997,310.787,0.726,85.703,0.619,0.588,45.29,0.966,
hs90a,DenseFS,1.0,22.7,86,4840,49,19.764,0.974,37.37,0.612,40.335,0.295,0.284,22.7,0.893,
hxk4,DenseFS,1.0,41.3,91,4720,48,38.22,0.995,198.791,0.709,79.625,0.573,0.544,41.3,0.77,
igf1r,DenseFS,1.0,91.8,147,9044,91,135.782,1.005,-183.513,0.964,149.211,1.177,1.143,91.8,0.973,
inha,DenseFS,1.0,18.6,43,2329,24,8.242,0.965,27.805,0.592,34.341,0.246,0.236,18.6,0.859,
ital,DenseFS,1.0,40.14,136,8377,84,54.74,0.991,113.365,0.699,65.167,0.506,0.491,40.14,0.895,
jak2,DenseFS,1.0,96.2,106,6465,65,102.524,1.006,-163.908,0.987,157.729,1.239,1.202,96.2,0.992,
kif11,DenseFS,1.0,4.3,116,6837,69,5.034,0.82,4.56,0.517,7.296,0.044,0.042,4.3,0.741,
kit,DenseFS,1.0,56.6,165,10323,104,94.087,0.998,584.291,0.785,90.468,0.715,0.696,56.6,0.923,
kith,DenseFS,1.0,26.3,57,2894,29,15.022,0.982,53.49,0.629,51.8,0.361,0.341,26.3,0.8,
kpcb,DenseFS,1.0,15.5,126,8611,87,19.732,0.952,19.753,0.574,22.68,0.179,0.175,15.5,0.813,
lck,DenseFS,1.0,84.7,416,27305,274,353.578,1.003,-287.193,0.926,129.043,1.048,1.025,84.7,0.943,
lkha4,DenseFS,1.0,32.9,170,7992,80,55.986,0.991,107.271,0.663,69.982,0.473,0.44,32.9,0.955,
mapk2,DenseFS,1.0,61.3,100,6155,62,61.748,1.0,14846.86,0.809,99.594,0.782,0.759,61.3,0.851,
mcr,DenseFS,1.0,25.5,38,2490,25,9.729,0.976,41.108,0.625,38.916,0.307,0.3,25.5,0.797,
met,DenseFS,1.0,88.5,165,11027,111,146.992,1.004,-268.854,0.947,132.425,1.087,1.066,88.5,0.978,
mk01,DenseFS,1.0,82.2,78,4485,45,64.33,1.005,-188.028,0.915,142.957,1.088,1.047,82.2,0.923,
mk10,DenseFS,1.0,60.5,103,6558,66,62.714,0.999,1196.103,0.804,95.021,0.758,0.739,60.5,0.907,
mk14,DenseFS,1.0,59.8,578,35731,358,346.311,0.999,1801.945,0.799,96.735,0.759,0.737,59.8,0.918,
mmp13,DenseFS,1.0,89.8,567,37374,374,509.52,1.004,-244.065,0.951,136.235,1.108,1.084,89.8,0.957,
mp2k1,DenseFS,1.0,47.5,120,8089,81,57.078,0.994,158.446,0.736,70.466,0.574,0.563,47.5,0.784,
nos1,DenseFS,1.0,34.0,100,8044,81,34.237,0.983,58.16,0.668,42.268,0.373,0.371,34.0,0.691,
nram,DenseFS,1.0,9.18,98,4300,43,8.996,0.919,11.344,0.542,20.922,0.126,0.115,9.18,0.619,
pa2ga,DenseFS,1.0,6.12,98,5212,53,6.099,0.872,6.786,0.527,11.507,0.072,0.068,6.12,0.806,
parp1,DenseFS,1.0,14.76,507,30174,302,74.898,0.951,19.298,0.57,24.801,0.181,0.175,14.76,0.863,
pde5a,DenseFS,1.0,47.2,379,27420,275,179.41,0.993,133.911,0.735,65.24,0.551,0.543,47.2,0.885,
pgh1,DenseFS,1.0,15.3,174,9195,92,26.636,0.955,21.127,0.573,28.953,0.2,0.19,15.3,0.718,
pgh2,DenseFS,1.0,26.8,365,17398,174,97.831,0.984,59.938,0.632,56.225,0.38,0.354,26.8,0.802,
plk1,DenseFS,1.0,73.5,106,6789,68,78.036,1.002,-490.22,0.869,114.759,0.918,0.896,73.5,0.934,
pnph,DenseFS,1.0,26.4,103,7010,71,27.541,0.977,42.497,0.631,38.79,0.314,0.308,26.4,0.907,
ppara,DenseFS,1.0,76.4,371,16295,163,283.531,1.01,-100.967,0.886,173.945,1.157,1.063,76.4,0.926,
ppard,DenseFS,1.0,79.5,239,11497,115,190.055,1.008,-119.279,0.901,165.265,1.15,1.075,79.5,0.913,
pparg,DenseFS,1.0,72.7,482,24949,250,351.13,1.006,-176.247,0.866,140.452,1.012,0.959,72.7,0.931,
prgr,DenseFS,1.0,18.0,223,12892,129,40.165,0.963,25.686,0.587,31.136,0.227,0.218,18.0,0.836,
ptn1,DenseFS,1.0,36.9,128,7312,74,47.8,0.99,102.399,0.685,64.595,0.485,0.466,36.9,0.883,
pur2,DenseFS,1.0,56.0,50,2717,28,28.855,1.001,-1799.422,0.789,103.055,0.768,0.736,56.0,0.958,
pygm,DenseFS,1.0,6.4,77,3978,40,4.955,0.878,7.164,0.528,12.388,0.076,0.072,6.4,0.703,
pyrd,DenseFS,1.0,27.0,109,6070,61,29.575,0.981,51.47,0.633,48.484,0.354,0.339,27.0,0.885,
reni,DenseFS,1.0,71.8,104,7010,71,75.631,1.001,-1084.538,0.864,106.522,0.879,0.863,71.8,0.943,
rock1,DenseFS,1.0,76.0,99,6263,63,75.684,1.003,-371.502,0.883,120.134,0.958,0.934,76.0,0.955,
rxra,DenseFS,1.0,56.4,113,4673,47,64.1,1.007,-151.267,0.786,136.383,0.879,0.798,56.4,0.887,
sahh,DenseFS,1.0,34.9,63,3477,35,22.132,0.989,93.209,0.674,63.236,0.464,0.444,34.9,0.989,
src,DenseFS,1.0,87.7,519,34158,342,455.723,1.004,-259.734,0.941,133.252,1.083,1.059,87.7,0.96,
tgfr1,DenseFS,1.0,100.0,133,8465,85,133.55,1.006,-172.327,1.005,157.118,1.26,1.228,100.0,0.999,
thb,DenseFS,1.0,37.8,97,4975,50,36.85,0.993,140.927,0.689,73.701,0.523,0.495,37.8,0.838,
thrb,DenseFS,1.0,69.4,452,26837,269,314.424,1.002,-404.06,0.849,116.886,0.901,0.871,69.4,0.904,
try1,DenseFS,1.0,92.6,439,21780,218,406.887,1.01,-104.718,0.968,186.646,1.321,1.242,92.6,0.956,
tryb1,DenseFS,1.0,85.1,148,7660,77,126.606,1.008,-129.543,0.931,164.423,1.19,1.127,85.1,0.932,
tysy,DenseFS,1.0,65.1,109,6758,68,71.4,1.001,-1281.0,0.828,105.0,0.827,0.804,65.1,0.959,
urok,DenseFS,1.0,93.8,162,9687,97,152.16,1.006,-162.191,0.973,156.866,1.217,1.177,93.8,0.948,
vgfr2,DenseFS,1.0,84.3,379,17864,179,320.141,1.01,-104.644,0.926,178.85,1.234,1.149,84.3,0.962,
wee1,DenseFS,1.0,79.2,102,6123,62,81.8,1.004,-243.87,0.903,131.935,1.029,0.998,79.2,0.984,
xiap,DenseFS,1.0,5.05,99,5117,52,5.081,0.846,5.489,0.521,9.77,0.058,0.055,5.05,0.723,
aa2ar,Vina,1.0,2.49,481,10862,109,12.019,0.728,2.675,0.508,11.026,0.032,0.025,2.49,,0.06
abl1,Vina,1.0,13.26,180,9814,99,24.077,0.945,17.2,0.563,24.32,0.169,0.162,13.26,,0.25
ace,Vina,1.0,2.86,278,17051,171,7.974,0.747,2.951,0.509,4.663,0.024,0.023,2.86,,0.04
aces,Vina,1.0,14.57,441,25390,254,64.279,0.95,19.168,0.569,25.307,0.181,0.174,14.57,,0.25
ada,Vina,1.0,1.08,93,5527,56,1.018,0.52,1.081,0.5,1.817,0.001,0.001,1.08,,0.02
ada17,Vina,1.0,28.01,516,36010,361,144.893,0.979,46.119,0.637,40.137,0.328,0.322,28.01,,0.42
adrb1,Vina,1.0,4.05,247,15925,160,10.051,0.81,4.254,0.516,6.282,0.039,0.038,4.05,,0.08
adrb2,Vina,1.0,3.46,231,14649,147,8.02,0.783,3.602,0.513,5.456,0.031,0.031,3.46,,0.09
akt1,Vina,1.0,5.46,292,16176,162,15.967,0.856,5.948,0.523,9.856,0.061,0.058,5.46,,0.13
akt2,Vina,1.0,26.5,116,6745,68,30.991,0.98,47.853,0.631,45.574,0.34,0.328,26.5,,0.39
aldr,Vina,1.0,9.43,158,9054,91,14.975,0.917,11.091,0.543,16.456,0.113,0.109,9.43,,0.16
ampc,Vina,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.02
andr,Vina,1.0,17.84,178,10025,101,31.993,0.962,25.647,0.586,31.676,0.228,0.219,17.84,,0.31
aofb,Vina,1.0,6.56,121,6975,70,7.966,0.879,7.274,0.528,11.38,0.074,0.072,6.56,,0.16
bace1,Vina,1.0,4.59,280,17898,179,12.853,0.83,4.868,0.518,7.181,0.045,0.044,4.59,,0.09
braf,Vina,1.0,17.11,150,9887,99,25.699,0.958,22.758,0.582,25.958,0.201,0.197,17.11,,0.27
cah2,Vina,1.0,0.0,492,31266,313,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,0.01
casp3,Vina,1.0,1.52,199,10828,109,3.045,0.606,1.535,0.503,2.793,0.007,0.007,1.52,,0.05
cdk2,Vina,1.0,9.51,471,27755,278,44.865,0.918,11.148,0.543,16.138,0.112,0.109,9.51,,0.17
comt,Vina,1.0,4.88,41,3872,39,2.015,0.836,5.091,0.52,5.167,0.04,0.04,4.88,,0.06
cp2c9,Vina,1.0,3.33,120,7325,74,4.037,0.776,3.464,0.512,5.455,0.03,0.029,3.33,,0.05
cp3a4,Vina,1.0,1.8,160,11766,118,2.888,0.645,1.82,0.504,2.448,0.009,0.009,1.8,,0.04
csf1r,Vina,1.0,1.2,164,12006,121,1.983,0.546,1.203,0.501,1.639,0.002,0.002,1.2,,0.05
cxcr4,Vina,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,0.0
def,Vina,1.0,9.8,99,5758,58,9.773,0.921,11.583,0.545,16.85,0.117,0.113,9.8,,0.2
dhi1,Vina,1.0,4.24,329,19461,195,13.978,0.818,4.49,0.517,7.168,0.043,0.041,4.24,,0.09
dpp4,Vina,1.0,0.56,532,40888,409,2.98,0.358,0.557,0.498,0.729,-0.005,-0.005,0.56,,0.02
drd3,Vina,1.0,5.02,478,33326,334,24.049,0.842,5.332,0.52,7.2,0.049,0.048,5.02,,0.1
dyr,Vina,1.0,7.36,231,17074,171,17.027,0.89,8.063,0.532,9.958,0.075,0.074,7.36,,0.12
egfr,Vina,1.0,5.72,540,34875,349,30.91,0.861,6.179,0.524,8.857,0.06,0.058,5.72,,0.1
esr1,Vina,1.0,18.54,375,20175,202,69.611,0.965,27.763,0.589,34.461,0.243,0.231,18.54,,0.35
esr2,Vina,1.0,14.99,363,19336,194,54.594,0.953,20.469,0.572,28.141,0.195,0.185,14.99,,0.28
fa10,Vina,1.0,15.83,537,20046,201,85.236,0.964,26.749,0.576,42.406,0.248,0.22,15.83,,0.38
fa7,Vina,1.0,11.4,114,6114,62,13.179,0.934,14.207,0.554,21.256,0.145,0.138,11.4,,0.28
fabp4,Vina,1.0,29.79,47,2518,26,14.457,0.985,65.849,0.651,55.605,0.406,0.388,29.79,,0.43
fak1,Vina,1.0,19.0,99,5388,54,18.852,0.966,28.654,0.592,34.911,0.248,0.237,19.0,,0.33
fgfr1,Vina,1.0,1.44,129,435,5,2.135,0.639,1.768,0.504,42.703,0.031,0.01,1.44,,1.0
fkb1a,Vina,1.0,7.21,111,5887,59,8.021,0.891,8.187,0.532,13.595,0.087,0.082,7.21,,0.13
fnta,Vina,1.0,2.7,589,51372,514,15.912,0.734,2.754,0.509,3.096,0.018,0.018,2.7,,0.05
fpps,Vina,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,0.0
gcr,Vina,1.0,15.12,183,12612,127,27.863,0.95,19.088,0.572,21.939,0.173,0.17,15.12,,0.24
glcm,Vina,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.0
gria2,Vina,1.0,10.76,158,11662,117,17.056,0.926,12.426,0.55,14.578,0.115,0.114,10.76,,0.17
grik1,Vina,1.0,4.0,101,6620,67,4.089,0.808,4.195,0.515,6.103,0.038,0.037,4.0,,0.08
hdac2,Vina,1.0,11.89,180,10352,104,21.501,0.936,14.728,0.556,20.674,0.146,0.14,11.89,,0.24
hdac8,Vina,1.0,20.0,164,10481,105,32.859,0.966,28.654,0.597,31.295,0.241,0.235,20.0,,0.34
hivint,Vina,1.0,2.0,100,6673,67,2.008,0.67,2.031,0.505,2.997,0.012,0.012,2.0,,0.05
hivpr,Vina,1.0,4.1,519,35905,360,21.335,0.811,4.295,0.516,5.926,0.038,0.037,4.1,,0.09
hivrt,Vina,1.0,4.15,337,18737,188,14.033,0.815,4.404,0.516,7.464,0.043,0.041,4.15,,0.09
hmdh,Vina,1.0,4.12,168,8878,89,6.939,0.814,4.384,0.516,7.796,0.044,0.041,4.12,,0.1
hs90a,Vina,1.0,0.0,86,4840,49,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
hxk4,Vina,1.0,3.26,91,4720,48,3.017,0.773,3.412,0.512,6.285,0.032,0.03,3.26,,0.05
igf1r,Vina,1.0,16.22,147,9044,91,23.991,0.956,21.669,0.578,26.364,0.197,0.192,16.22,,0.25
inha,Vina,1.0,6.98,43,2329,24,3.093,0.887,7.865,0.531,12.887,0.084,0.08,6.98,,0.2
ital,Vina,1.0,0.0,136,8377,84,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
jak2,Vina,1.0,15.89,106,6465,65,16.935,0.955,21.136,0.576,26.053,0.194,0.188,15.89,,0.26
kif11,Vina,1.0,24.14,116,6837,69,28.26,0.976,40.192,0.619,40.957,0.307,0.297,24.14,,0.44
kit,Vina,1.0,4.82,165,10323,104,8.012,0.837,5.139,0.52,7.704,0.049,0.048,4.82,,0.1
kith,Vina,1.0,33.33,57,2894,29,19.037,0.99,95.11,0.665,65.647,0.461,0.435,33.33,,0.51
kpcb,Vina,1.0,28.15,126,8611,87,35.836,0.979,47.166,0.639,41.19,0.334,0.328,28.15,,0.46
lck,Vina,1.0,10.0,416,27305,274,41.745,0.921,11.618,0.546,15.235,0.113,0.11,10.0,,0.16
lkha4,Vina,1.0,14.71,170,7992,80,25.032,0.954,20.953,0.57,31.29,0.203,0.189,14.71,,0.29
mapk2,Vina,1.0,13.86,100,6155,62,13.961,0.946,17.597,0.566,22.518,0.167,0.162,13.86,,0.27
mcr,Vina,1.0,7.45,38,2490,25,2.842,0.892,8.277,0.533,11.369,0.081,0.079,7.45,,0.14
met,Vina,1.0,12.05,165,11027,111,20.014,0.935,14.481,0.556,18.031,0.137,0.135,12.05,,0.22
mk01,Vina,1.0,3.8,78,4485,45,2.974,0.8,3.998,0.514,6.609,0.038,0.036,3.8,,0.11
mk10,Vina,1.0,7.69,103,6558,66,7.971,0.896,8.609,0.534,12.078,0.085,0.083,7.69,,0.14
mk14,Vina,1.0,6.57,578,35731,358,38.048,0.879,7.232,0.528,10.628,0.072,0.07,6.57,,0.13
mmp13,Vina,1.0,4.02,567,37374,374,22.809,0.808,4.216,0.515,6.099,0.038,0.037,4.02,,0.08
mp2k1,Vina,1.0,0.0,120,8089,81,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.01
nos1,Vina,1.0,2.0,100,8044,81,2.014,0.669,2.025,0.505,2.486,0.011,0.011,2.0,,0.03
nram,Vina,1.0,0.0,98,4300,43,0.0,0.0,0.0,0.495,0.0,-0.015,-0.014,0.0,,0.0
pa2ga,Vina,1.0,1.02,98,5212,53,1.016,0.505,1.02,0.5,1.918,0.0,0.0,1.02,,0.02
parp1,Vina,1.0,13.78,507,30174,302,69.925,0.946,17.631,0.565,23.154,0.168,0.162,13.78,,0.26
pde5a,Vina,1.0,11.81,379,27420,275,44.89,0.933,13.919,0.555,16.324,0.129,0.127,11.81,,0.19
pgh1,Vina,1.0,6.15,174,9195,92,10.707,0.872,6.828,0.526,11.638,0.072,0.068,6.15,,0.11
pgh2,Vina,1.0,25.98,365,17398,174,94.838,0.982,55.907,0.628,54.505,0.368,0.343,25.98,,0.45
plk1,Vina,1.0,0.0,106,6789,68,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,0.03
pnph,Vina,1.0,11.76,103,7010,71,12.268,0.933,14.008,0.555,17.279,0.133,0.131,11.76,,0.2
ppara,Vina,1.0,6.7,371,16295,163,24.865,0.885,7.726,0.529,15.254,0.087,0.08,6.7,,0.14
ppard,Vina,1.0,1.25,239,11497,115,2.988,0.557,1.257,0.501,2.599,0.004,0.003,1.25,,0.05
pparg,Vina,1.0,6.2,482,24949,250,29.945,0.874,6.908,0.527,11.978,0.073,0.07,6.2,,0.13
prgr,Vina,1.0,12.97,223,12892,129,28.941,0.943,16.432,0.561,22.435,0.16,0.154,12.97,,0.22
ptn1,Vina,1.0,26.15,128,7312,74,33.875,0.979,47.382,0.63,45.777,0.339,0.327,26.15,,0.45
pur2,Vina,1.0,4.0,50,2717,28,2.061,0.809,4.238,0.516,7.361,0.042,0.04,4.0,,0.15
pygm,Vina,1.0,2.6,77,3978,40,2.013,0.729,2.685,0.508,5.033,0.023,0.021,2.6,,0.04
pyrd,Vina,1.0,20.72,109,6070,61,22.696,0.97,32.405,0.601,37.207,0.269,0.257,20.72,,0.34
reni,Vina,1.0,4.85,104,7010,71,5.109,0.837,5.149,0.52,7.195,0.048,0.047,4.85,,0.11
rock1,Vina,1.0,7.0,99,6263,63,6.971,0.886,7.746,0.531,11.065,0.077,0.075,7.0,,0.1
rxra,Vina,1.0,29.77,113,4673,47,33.834,0.99,103.707,0.648,71.988,0.457,0.415,29.77,,0.51
sahh,Vina,1.0,22.22,63,3477,35,14.091,0.973,36.521,0.609,40.261,0.291,0.278,22.22,,0.41
src,Vina,1.0,5.53,519,34158,342,28.736,0.856,5.946,0.523,8.402,0.057,0.055,5.53,,0.09
tgfr1,Vina,1.0,10.53,133,8465,85,14.063,0.925,12.419,0.549,16.544,0.121,0.118,10.53,,0.23
thb,Vina,1.0,26.21,97,4975,50,25.551,0.981,52.557,0.629,51.103,0.358,0.339,26.21,,0.43
thrb,Vina,1.0,1.52,452,26837,269,6.887,0.605,1.534,0.503,2.56,0.007,0.007,1.52,,0.07
try1,Vina,1.0,2.67,439,21780,218,11.732,0.734,2.765,0.509,5.382,0.024,0.023,2.67,,0.07
tryb1,Vina,1.0,8.11,148,7660,77,12.065,0.904,9.431,0.536,15.669,0.101,0.095,8.11,,0.16
tysy,Vina,1.0,22.94,109,6758,68,25.16,0.973,35.825,0.612,37.0,0.283,0.275,22.94,,0.36
urok,Vina,1.0,8.02,162,9687,97,13.01,0.901,9.107,0.536,13.412,0.092,0.089,8.02,,0.15
vgfr2,Vina,1.0,17.36,379,17864,179,65.927,0.964,26.899,0.584,36.831,0.242,0.226,17.36,,0.28
wee1,Vina,1.0,54.46,102,6123,62,56.248,0.998,577.214,0.775,90.722,0.704,0.682,54.46,,0.81
xiap,Vina,1.0,10.1,99,5117,52,10.161,0.925,12.31,0.547,19.541,0.13,0.123,10.1,,0.16
aa2ar,GNINA,1.0,6.43,481,10862,109,31.037,0.896,8.592,0.529,28.474,0.118,0.09,6.43,,0.14
abl1,GNINA,1.0,20.44,180,9814,99,37.114,0.97,32.099,0.6,37.489,0.268,0.256,20.44,,0.34
ace,GNINA,1.0,4.29,278,17051,171,11.96,0.819,4.537,0.517,6.994,0.043,0.041,4.29,,0.08
aces,GNINA,1.0,15.45,441,25390,254,68.161,0.954,20.75,0.574,26.835,0.193,0.186,15.45,,0.27
ada,GNINA,1.0,13.98,93,5527,56,13.173,0.947,17.973,0.567,23.523,0.172,0.166,13.98,,0.23
ada17,GNINA,1.0,31.58,516,36010,361,163.36,0.983,56.856,0.656,45.252,0.371,0.365,31.58,,0.48
adrb1,GNINA,1.0,4.05,247,15925,160,10.051,0.81,4.254,0.516,6.282,0.039,0.038,4.05,,0.08
adrb2,GNINA,1.0,6.93,231,14649,147,16.064,0.884,7.658,0.53,10.928,0.076,0.074,6.93,,0.13
akt1,GNINA,1.0,4.1,292,16176,162,11.99,0.813,4.348,0.516,7.401,0.042,0.04,4.1,,0.11
akt2,GNINA,1.0,11.11,116,6745,68,12.993,0.931,13.498,0.552,19.107,0.135,0.13,11.11,,0.22
aldr,GNINA,1.0,8.81,158,9054,91,13.991,0.911,10.229,0.54,15.374,0.105,0.101,8.81,,0.17
ampc,GNINA,1.0,2.08,48,2866,29,1.01,0.679,2.119,0.506,3.484,0.014,0.014,2.08,,0.02
andr,GNINA,1.0,8.55,178,10025,101,15.333,0.908,9.901,0.539,15.181,0.102,0.098,8.55,,0.17
aofb,GNINA,1.0,1.64,121,6975,70,1.992,0.624,1.659,0.503,2.845,0.009,0.008,1.64,,0.04
bace1,GNINA,1.0,20.85,280,17898,179,58.387,0.968,30.459,0.601,32.618,0.252,0.245,20.85,,0.32
braf,GNINA,1.0,21.71,150,9887,99,32.608,0.97,31.881,0.605,32.937,0.259,0.253,21.71,,0.34
cah2,GNINA,1.0,26.22,492,31266,313,129.143,0.978,43.935,0.628,41.26,0.321,0.312,26.22,,0.44
casp3,GNINA,1.0,17.17,199,10828,109,34.395,0.961,24.625,0.583,31.556,0.223,0.213,17.17,,0.3
cdk2,GNINA,1.0,21.35,471,27755,278,100.722,0.971,32.912,0.604,36.231,0.269,0.26,21.35,,0.37
comt,GNINA,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,0.02
cp2c9,GNINA,1.0,5.0,120,7325,74,6.061,0.843,5.357,0.521,8.191,0.052,0.051,5.0,,0.08
cp3a4,GNINA,1.0,1.2,160,11766,118,1.926,0.546,1.203,0.501,1.632,0.002,0.002,1.2,,0.03
csf1r,GNINA,1.0,19.28,164,12006,121,31.867,0.963,25.815,0.593,26.336,0.217,0.215,19.28,,0.31
cxcr4,GNINA,1.0,15.0,39,3413,35,5.999,0.947,17.896,0.573,17.14,0.153,0.153,15.0,,0.33
def,GNINA,1.0,31.37,99,5758,58,31.283,0.985,66.93,0.656,53.936,0.405,0.391,31.37,,0.58
dhi1,GNINA,1.0,10.91,329,19461,195,35.966,0.929,13.151,0.551,18.444,0.131,0.126,10.91,,0.2
dpp4,GNINA,1.0,14.63,532,40888,409,77.854,0.947,17.835,0.569,19.035,0.157,0.156,14.63,,0.23
drd3,GNINA,1.0,8.16,478,33326,334,39.091,0.901,9.109,0.536,11.704,0.087,0.085,8.16,,0.14
dyr,GNINA,1.0,28.57,231,17074,171,66.097,0.979,45.941,0.64,38.653,0.325,0.321,28.57,,0.44
egfr,GNINA,1.0,22.69,540,34875,349,122.614,0.972,34.438,0.61,35.133,0.273,0.267,22.69,,0.35
esr1,GNINA,1.0,24.8,375,20175,202,93.115,0.978,45.153,0.621,46.097,0.329,0.314,24.8,,0.43
esr2,GNINA,1.0,29.16,363,19336,194,106.201,0.984,63.222,0.644,54.743,0.392,0.373,29.16,,0.46
fa10,GNINA,1.0,26.44,537,20046,201,142.365,0.989,88.208,0.631,70.828,0.425,0.377,26.44,,0.61
fa7,GNINA,1.0,30.7,114,6114,62,35.49,0.986,70.461,0.653,57.242,0.414,0.395,30.7,,0.52
fabp4,GNINA,1.0,0.0,47,2518,26,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
fak1,GNINA,1.0,27.0,99,5388,54,26.79,0.981,52.598,0.633,49.61,0.358,0.342,27.0,,0.43
fgfr1,GNINA,1.0,42.45,129,435,5,62.943,1.634,-2.577,0.839,1258.862,2.902,0.938,42.45,,0.66
fkb1a,GNINA,1.0,3.6,111,5887,59,4.005,0.791,3.789,0.513,6.788,0.036,0.034,3.6,,0.09
fnta,GNINA,1.0,8.45,589,51372,514,49.798,0.902,9.249,0.538,9.688,0.081,0.08,8.45,,0.13
fpps,GNINA,1.0,38.82,85,8817,89,33.308,0.984,61.439,0.693,39.185,0.377,0.377,38.82,,0.52
gcr,GNINA,1.0,15.5,183,12612,127,28.563,0.952,19.707,0.574,22.49,0.177,0.174,15.5,,0.29
