Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
thrb,DeepScore,56.68,0.99,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
try1,DeepScore,57.36,0.99,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
tryb1,DeepScore,50.10,1,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
tysy,DeepScore,54.99,0.99,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
urok,DeepScore,56.28,0.98,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
vgfr2,DeepScore,43.98,0.99,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
wee1,DeepScore,59.91,1,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
xiap,DeepScore,50.87,1,,,https://www.frontiersin.org/articles/10.3389/fphar.2019.00924
aa2ar,DenseFS,30.90,0.908,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
abl1,DenseFS,88.30,0.985,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ace,DenseFS,56.70,0.969,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
aces,DenseFS,8.30,0.838,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ada,DenseFS,59.10,0.925,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ada17,DenseFS,85.70,0.983,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
adrb1,DenseFS,29.15,0.947,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
adrb2,DenseFS,28.57,0.941,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
akt1,DenseFS,89.40,0.989,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
akt2,DenseFS,8.90,0.994,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
aldr,DenseFS,11.90,0.688,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ampc,DenseFS,14.50,0.616,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
andr,DenseFS,26.30,0.928,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
aofb,DenseFS,6.50,0.725,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
bace1,DenseFS,27.50,0.930,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
braf,DenseFS,96,0.997,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
cah2,DenseFS,3.40,0.567,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
casp3,DenseFS,45.40,0.914,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
cdk2,DenseFS,48.60,0.949,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
comt,DenseFS,4.80,0.853,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
cp2c9,DenseFS,40.80,0.925,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
cp3a4,DenseFS,44.30,0.938,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
csf1r,DenseFS,61.40,0.979,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
cxcr4,DenseFS,5,0.760,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
def,DenseFS,47,0.964,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
dhi1,DenseFS,1.80,0.701,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
dpp4,DenseFS,16.60,0.849,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
drd3,DenseFS,18.80,0.882,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
dyr,DenseFS,58,0.943,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
egfr,DenseFS,86.70,0.985,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
esr1,DenseFS,56.10,0.951,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
esr2,DenseFS,58.80,0.940,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fa10,DenseFS,56.90,0.958,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fa7,DenseFS,85.90,0.989,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fabp4,DenseFS,23,0.846,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fak1,DenseFS,92,0.996,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fgfr1,DenseFS,79.85,0.990,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fkb1a,DenseFS,6.30,0.796,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fnta,DenseFS,71.20,0.970,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
fpps,DenseFS,85.80,0.995,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
gcr,DenseFS,20.90,0.923,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
glcm,DenseFS,1.85,0.608,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
gria2,DenseFS,11.30,0.906,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
grik1,DenseFS,29,0.881,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hdac2,DenseFS,74,0.965,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hdac8,DenseFS,87,0.988,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hivint,DenseFS,48,0.946,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hivpr,DenseFS,8.30,0.888,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hivrt,DenseFS,12.76,0.768,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hmdh,DenseFS,45.29,0.966,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hs90a,DenseFS,22.70,0.893,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
hxk4,DenseFS,41.30,0.770,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
igf1r,DenseFS,91.80,0.973,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
inha,DenseFS,18.60,0.859,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ital,DenseFS,40.14,0.895,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
jak2,DenseFS,96.20,0.992,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
kif11,DenseFS,4.30,0.741,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
kit,DenseFS,56.60,0.923,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
kith,DenseFS,26.30,0.800,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
kpcb,DenseFS,15.50,0.813,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
lck,DenseFS,84.70,0.943,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
lkha4,DenseFS,32.90,0.955,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mapk2,DenseFS,61.30,0.851,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mcr,DenseFS,25.50,0.797,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
met,DenseFS,88.50,0.978,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mk01,DenseFS,82.20,0.923,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mk10,DenseFS,60.50,0.907,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mk14,DenseFS,59.80,0.918,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mmp13,DenseFS,89.80,0.957,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
mp2k1,DenseFS,47.50,0.784,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
nos1,DenseFS,34,0.691,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
nram,DenseFS,9.18,0.619,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pa2ga,DenseFS,6.12,0.806,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
parp1,DenseFS,14.76,0.863,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pde5a,DenseFS,47.20,0.885,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pgh1,DenseFS,15.30,0.718,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pgh2,DenseFS,26.80,0.802,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
plk1,DenseFS,73.50,0.934,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pnph,DenseFS,26.40,0.907,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ppara,DenseFS,76.40,0.926,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ppard,DenseFS,79.50,0.913,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pparg,DenseFS,72.70,0.931,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
prgr,DenseFS,18,0.836,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
ptn1,DenseFS,36.90,0.883,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pur2,DenseFS,56,0.958,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pygm,DenseFS,6.40,0.703,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
pyrd,DenseFS,27,0.885,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
reni,DenseFS,71.80,0.943,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
rock1,DenseFS,76,0.955,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
rxra,DenseFS,56.40,0.887,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
sahh,DenseFS,34.90,0.989,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
src,DenseFS,87.70,0.960,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
tgfr1,DenseFS,100,0.999,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
thb,DenseFS,37.80,0.838,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
thrb,DenseFS,69.40,0.904,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
try1,DenseFS,92.60,0.956,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
tryb1,DenseFS,85.10,0.932,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
tysy,DenseFS,65.10,0.959,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
urok,DenseFS,93.80,0.948,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
vgfr2,DenseFS,84.30,0.962,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
wee1,DenseFS,79.20,0.984,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
xiap,DenseFS,5.05,0.723,,,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00350
aa2ar,Vina,2.49,,0.65,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
abl1,Vina,13.26,,0.78,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ace,Vina,2.86,,0.56,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,Vina,14.57,,0.78,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,Vina,1.08,,0.57,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,Vina,28.01,,0.71,0.42,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,Vina,4.05,,0.73,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,Vina,3.46,,0.71,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,Vina,5.46,,0.76,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,Vina,26.50,,0.79,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,Vina,9.43,,0.74,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,Vina,0,,0.61,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,Vina,17.84,,0.63,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,Vina,6.56,,0.78,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,Vina,4.59,,0.72,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,Vina,17.11,,0.86,0.27,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,Vina,0,,0.59,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,Vina,1.52,,0.70,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,Vina,9.51,,0.72,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,Vina,4.88,,0.63,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,Vina,3.33,,0.62,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,Vina,1.80,,0.60,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,Vina,1.20,,0.69,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,Vina,0,,0.60,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,Vina,9.80,,0.76,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,Vina,4.24,,0.77,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,Vina,0.56,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,Vina,5.02,,0.75,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,Vina,7.36,,0.77,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,Vina,5.72,,0.64,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,Vina,18.54,,0.83,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,Vina,14.99,,0.80,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,Vina,15.83,,0.83,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,Vina,11.40,,0.91,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,Vina,29.79,,0.78,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,Vina,19,,0.81,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,Vina,1.44,,NaN,1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,Vina,7.21,,0.77,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,Vina,2.70,,0.65,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,Vina,0,,0.29,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,Vina,15.12,,0.64,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,Vina,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,Vina,10.76,,0.75,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,Vina,4,,0.59,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,Vina,11.89,,0.85,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,Vina,20,,0.82,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,Vina,2,,0.71,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,Vina,4.10,,0.72,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,Vina,4.15,,0.68,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,Vina,4.12,,0.79,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,Vina,0,,0.26,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,Vina,3.26,,0.57,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,Vina,16.22,,0.83,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,Vina,6.98,,0.72,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ital,Vina,0,,0.60,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,Vina,15.89,,0.78,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,Vina,24.14,,0.85,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,Vina,4.82,,0.78,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,Vina,33.33,,0.74,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,Vina,28.15,,0.77,0.46,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,Vina,10,,0.80,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,Vina,14.71,,0.89,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,Vina,13.86,,0.89,0.27,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,Vina,7.45,,0.54,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,Vina,12.05,,0.81,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,Vina,3.80,,0.86,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,Vina,7.69,,0.75,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,Vina,6.57,,0.74,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,Vina,4.02,,0.66,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,Vina,0,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,Vina,2,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,Vina,0,,0.54,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,Vina,1.02,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,Vina,13.78,,0.86,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,Vina,11.81,,0.66,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,Vina,6.15,,0.64,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,Vina,25.98,,0.77,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,Vina,0,,0.64,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,Vina,11.76,,0.88,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,Vina,6.70,,0.86,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,Vina,1.25,,0.76,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,Vina,6.20,,0.79,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,Vina,12.97,,0.67,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,Vina,26.15,,0.83,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,Vina,4,,0.91,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,Vina,2.60,,0.60,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,Vina,20.72,,0.83,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,Vina,4.85,,0.66,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,Vina,7,,0.72,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,Vina,29.77,,0.81,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,Vina,22.22,,0.80,0.41,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,Vina,5.53,,0.65,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,Vina,10.53,,0.90,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,Vina,26.21,,0.82,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,Vina,1.52,,0.77,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,Vina,2.67,,0.80,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,Vina,8.11,,0.71,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,Vina,22.94,,0.87,0.36,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,Vina,8.02,,0.77,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,Vina,17.36,,0.77,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,Vina,54.46,,0.96,0.81,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,Vina,10.10,,0.73,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,GNINA,6.43,,0.74,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
abl1,GNINA,20.44,,0.79,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ace,GNINA,4.29,,0.61,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,GNINA,15.45,,0.62,0.27,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,GNINA,13.98,,0.76,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,GNINA,31.58,,0.82,0.48,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,GNINA,4.05,,0.63,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,GNINA,6.93,,0.71,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,GNINA,4.10,,0.76,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,GNINA,11.11,,0.81,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,GNINA,8.81,,0.56,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,GNINA,2.08,,0.52,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,GNINA,8.55,,0.79,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,GNINA,1.64,,0.51,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,GNINA,20.85,,0.82,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,GNINA,21.71,,0.83,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,GNINA,26.22,,0.93,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,GNINA,17.17,,0.65,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,GNINA,21.35,,0.80,0.37,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,GNINA,0,,0.65,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,GNINA,5,,0.62,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,GNINA,1.20,,0.66,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,GNINA,19.28,,0.78,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,GNINA,15,,0.85,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,GNINA,31.37,,0.93,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,GNINA,10.91,,0.72,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,GNINA,14.63,,0.75,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,GNINA,8.16,,0.71,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,GNINA,28.57,,0.90,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,GNINA,22.69,,0.77,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,GNINA,24.80,,0.80,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,GNINA,29.16,,0.79,0.46,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,GNINA,26.44,,0.88,0.61,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,GNINA,30.70,,0.91,0.52,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,GNINA,0,,0.53,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,GNINA,27,,0.84,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,GNINA,42.45,,0.94,0.66,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,GNINA,3.60,,0.78,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,GNINA,8.45,,0.78,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,GNINA,38.82,,0.98,0.52,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,GNINA,15.50,,0.75,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,GNINA,7.41,,0.58,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,GNINA,18.35,,0.83,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,GNINA,12,,0.73,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,GNINA,3.78,,0.80,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,GNINA,16.47,,0.83,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,GNINA,0,,0.50,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,GNINA,28.36,,0.85,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,GNINA,11.28,,0.82,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,GNINA,36.47,,0.92,0.65,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,GNINA,11.36,,0.73,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,GNINA,20.65,,0.82,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,GNINA,30.41,,0.85,0.48,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,GNINA,2.33,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
