clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,drd3,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,pnph,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose,method4,AD4_RTMScore,17.54,7.1,6.32,2.61,12.44,11.32,2.43,1.32,6.92,13.06,28.23,10.46,11.43,4.31,8.31,15.89,0.0,0.0,21.64,7.03,25.24,5.09,21.7,1.02,5.85,5.14,22.19,16.33,8.69,7.38,19.13,10.519999999999998
bestpose,method5,AD4_RTMScore,21.93,12.42,6.96,3.36,21.5,12.35,1.21,1.99,14.27,14.11,40.58,10.46,19.05,8.08,5.54,15.3,12.57,0.0,22.31,1.76,37.86,4.36,19.35,2.04,11.69,5.82,27.54,14.52,8.69,24.0,34.23,14.05967741935484
bestpose,method6,AD4_RTMScore,26.31,14.9,8.22,0.75,35.83,12.86,0.3,1.77,19.89,25.35,55.58,0.0,11.43,10.78,5.54,28.83,28.56,0.0,27.05,0.0,44.54,2.91,12.9,1.02,34.1,10.27,27.54,6.35,8.69,30.15,50.34,17.508387096774193
bestpose,method7,AD4_RTMScore,22.48,11.0,7.59,3.73,29.09,14.4,0.91,1.77,12.11,22.47,55.58,8.36,18.41,9.16,5.54,20.6,21.71,0.0,25.02,0.0,44.54,5.09,17.59,1.02,8.77,6.85,29.07,10.89,9.66,27.69,43.29,15.948064516129033
bestpose,method1,AD4_SCORCH,13.7,11.71,0.0,5.97,12.65,12.35,7.28,1.77,19.46,6.79,23.82,0.0,4.44,3.77,5.54,0.0,1.14,2.17,11.5,1.76,12.62,2.91,16.42,5.09,18.51,4.11,25.25,7.26,16.41,11.69,13.09,9.005806451612903
bestpose,method2,AD4_SCORCH,12.61,8.87,0.63,4.1,9.7,11.83,6.67,1.77,16.86,8.36,27.35,0.0,5.08,6.47,5.54,4.12,1.14,8.67,13.52,12.3,12.62,2.91,25.81,4.08,12.67,3.08,19.13,12.7,16.41,18.46,10.07,9.791290322580645
bestpose,method3,AD4_SCORCH,13.16,9.22,0.63,3.73,10.12,11.83,6.67,1.77,14.27,8.1,28.23,0.0,6.98,6.47,5.54,7.65,1.14,10.83,13.52,10.54,15.59,2.18,26.98,6.11,8.77,2.05,22.95,16.33,22.21,17.23,9.06,10.318064516129033
bestpose,method4,AD4_SCORCH,15.9,15.96,0.0,4.48,10.33,11.83,10.31,1.99,13.4,7.58,25.58,2.09,5.71,7.55,5.54,12.36,1.14,4.33,13.52,8.78,18.56,3.64,24.63,5.09,4.87,2.4,23.72,23.59,21.24,8.61,9.06,10.444838709677418
bestpose,method5,AD4_SCORCH,9.87,7.1,0.0,3.36,9.06,10.29,6.37,1.99,14.27,4.7,21.17,0.0,2.54,3.77,5.54,0.59,1.14,8.67,1.35,0.0,8.91,2.91,17.59,6.11,9.74,2.74,16.83,14.52,15.45,18.46,5.03,7.421612903225808
bestpose,method6,AD4_SCORCH,5.48,9.22,0.0,1.86,7.8,4.12,3.64,1.99,15.57,2.35,16.76,0.0,0.63,0.54,2.77,0.0,2.28,8.67,0.68,0.0,0.74,2.91,0.59,1.02,11.69,0.68,13.77,0.0,9.66,14.15,0.0,4.502258064516129
bestpose,method7,AD4_SCORCH,5.48,9.22,0.0,1.49,8.64,7.2,4.55,1.99,17.73,2.35,18.53,0.0,1.9,1.62,2.77,0.59,2.28,8.67,0.0,0.0,2.23,2.18,5.28,5.09,8.77,1.03,13.77,5.44,11.59,16.0,2.01,5.432258064516129
bestpose,method1,RFScoreVS_RTMScore,33.99,23.77,25.29,17.53,27.19,21.09,9.1,6.62,52.75,40.24,54.7,14.64,32.38,9.16,19.38,44.72,29.7,0.0,37.19,10.54,47.51,14.55,21.11,25.47,54.56,23.97,45.9,35.39,9.66,46.76,52.35,28.61967741935484
bestpose,method2,RFScoreVS_RTMScore,44.4,22.35,20.87,23.5,28.03,24.69,15.17,6.62,44.1,38.93,54.7,14.64,36.83,11.32,19.38,40.01,26.28,2.17,41.25,33.38,45.28,23.27,28.15,27.51,43.85,26.02,44.37,47.19,10.62,45.53,50.34,30.346774193548388
bestpose,method3,RFScoreVS_RTMScore,30.7,15.61,13.28,14.92,22.34,21.61,10.92,6.62,22.48,29.26,41.46,10.46,36.83,7.55,19.38,34.72,15.99,4.33,33.13,12.3,45.28,13.09,24.63,25.47,11.69,16.78,35.96,40.83,11.59,41.23,44.3,23.056129032258067
bestpose,method4,RFScoreVS_RTMScore,25.22,14.19,13.91,12.31,21.08,21.09,8.8,5.96,22.05,29.79,41.46,12.55,36.83,7.55,13.84,30.6,17.14,3.25,28.4,12.3,46.03,11.64,23.46,25.47,10.72,13.7,35.96,39.02,10.62,41.23,44.3,21.95064516129032
bestpose,method5,RFScoreVS_RTMScore,36.18,22.35,17.7,19.39,23.82,23.15,13.65,6.84,38.92,37.1,50.29,14.64,33.65,11.32,19.38,38.84,25.13,5.42,35.84,33.38,43.8,16.73,29.32,27.51,37.02,25.0,43.61,43.56,11.59,44.92,47.32,28.302258064516128
bestpose,method6,RFScoreVS_RTMScore,38.37,19.16,31.62,33.57,28.88,27.27,23.06,8.39,55.35,45.73,54.7,20.91,34.92,5.93,22.15,50.02,22.85,1.08,42.6,45.68,47.51,31.27,29.91,32.6,64.31,38.69,42.08,54.44,11.59,41.23,49.33,34.038709677419355
bestpose,method7,RFScoreVS_RTMScore,43.86,20.22,25.93,32.82,27.4,25.21,20.93,8.39,51.02,43.9,53.81,18.82,38.1,14.01,22.15,48.84,21.71,3.25,42.6,49.19,46.03,30.55,32.26,30.56,59.43,35.95,42.08,53.54,13.52,42.46,49.33,33.802258064516124
bestpose,method1,RFScoreVS_SCORCH,24.67,29.8,10.75,23.5,16.23,19.55,20.02,6.4,47.13,20.64,45.87,8.36,22.22,1.08,16.61,36.48,1.14,17.33,27.05,1.76,36.38,11.64,17.59,23.43,49.69,17.8,24.48,26.32,17.38,41.84,26.18,22.236129032258063
bestpose,method2,RFScoreVS_SCORCH,33.44,22.0,13.91,25.73,16.65,19.03,20.33,6.4,49.73,36.06,49.4,12.55,25.4,4.85,16.61,41.19,5.71,16.25,30.43,38.65,25.98,18.18,25.22,26.49,36.05,19.52,31.37,44.46,16.41,40.0,26.18,25.618709677419353
bestpose,method3,RFScoreVS_SCORCH,27.41,23.06,13.91,22.75,16.44,19.55,18.2,6.4,34.16,30.31,43.23,12.55,22.86,8.62,16.61,32.36,5.71,19.5,27.72,22.84,28.21,10.18,23.46,23.43,26.31,16.44,26.01,34.48,20.28,40.61,22.15,22.443548387096776
bestpose,method4,RFScoreVS_SCORCH,24.67,31.22,12.01,21.63,18.34,15.95,15.77,5.74,34.59,26.39,42.35,2.09,19.68,11.86,11.08,42.37,2.28,21.67,22.31,17.57,39.34,8.73,19.35,29.54,25.33,11.64,27.54,28.13,20.28,38.76,20.13,21.559354838709673
bestpose,method5,RFScoreVS_SCORCH,27.96,18.8,7.59,15.66,16.02,15.43,16.99,5.96,44.54,28.22,48.52,12.55,19.05,5.93,8.31,35.31,5.71,15.17,29.08,26.35,23.76,15.27,24.05,28.53,21.44,9.93,20.66,29.94,15.45,43.07,24.16,21.271290322580647
bestpose,method6,RFScoreVS_SCORCH,26.31,19.16,20.23,24.24,11.17,20.06,19.42,5.3,50.16,37.36,47.64,6.27,14.6,0.54,16.61,36.48,5.71,9.75,20.29,31.62,28.95,24.0,12.9,19.36,53.59,31.84,35.19,44.46,9.66,35.69,25.17,23.991290322580642
bestpose,method7,RFScoreVS_SCORCH,31.25,19.16,18.97,26.48,14.75,20.06,19.42,5.3,51.89,36.84,50.29,12.55,24.13,3.77,16.61,43.54,5.71,16.25,27.72,38.65,26.72,19.64,21.11,25.47,41.9,26.71,29.07,49.91,13.52,40.0,27.18,25.953870967741935
bestpose,method1,RTMScore_SCORCH,20.83,23.06,1.26,5.22,20.87,13.89,5.46,3.75,41.51,17.51,48.52,2.09,13.33,5.93,11.08,27.07,9.14,6.5,8.79,0.0,31.92,6.55,8.21,11.21,38.0,4.45,22.95,12.7,6.76,40.0,22.15,15.829354838709675
bestpose,method2,RTMScore_SCORCH,20.83,17.38,0.63,4.85,20.44,13.89,4.55,3.75,33.29,22.21,52.05,2.09,19.68,8.08,11.08,18.24,11.42,8.67,16.9,0.0,33.41,3.64,8.8,9.17,17.54,3.08,29.07,14.52,4.83,38.15,31.21,15.595161290322576
bestpose,method3,RTMScore_SCORCH,19.19,11.71,1.26,4.48,19.6,12.86,4.55,3.75,14.27,20.64,36.17,8.36,22.22,7.55,11.08,19.42,11.42,10.83,16.23,0.0,35.63,3.64,8.8,13.24,9.74,2.74,24.48,18.15,7.72,36.92,22.15,14.154838709677419
bestpose,method4,RTMScore_SCORCH,16.45,15.96,0.63,4.48,17.49,13.89,7.58,3.97,19.89,12.8,34.41,2.09,13.97,5.93,13.84,32.95,8.0,13.0,11.5,0.0,37.86,4.36,9.38,19.36,7.79,3.42,24.48,22.69,7.72,35.07,19.13,14.196451612903228
bestpose,method5,RTMScore_SCORCH,20.28,15.96,0.63,4.48,20.87,11.83,5.16,3.31,30.27,20.64,45.87,8.36,20.95,7.01,8.31,14.12,11.42,10.83,16.23,0.0,23.76,3.64,10.56,11.21,17.54,3.08,17.6,13.61,9.66,41.23,33.22,14.891612903225809
bestpose,method6,RTMScore_SCORCH,11.51,8.87,0.63,2.98,16.44,8.75,4.85,2.87,24.65,2.87,31.76,0.0,2.54,0.54,2.77,1.77,2.28,8.67,10.82,0.0,14.85,3.64,1.17,2.04,12.67,1.71,14.54,2.72,5.79,24.61,4.03,7.527096774193547
bestpose,method7,RTMScore_SCORCH,17.54,9.93,0.63,2.98,17.49,9.77,5.76,2.87,25.94,6.79,40.58,0.0,3.81,4.31,2.77,4.12,3.43,9.75,15.55,0.0,25.98,2.18,5.86,8.15,11.69,2.74,14.54,11.8,8.69,28.92,13.09,10.247096774193547
bestpose,method1,AD4_RTMScore_SCORCH,21.93,17.03,5.69,4.48,21.5,13.38,4.85,3.31,32.0,16.46,52.93,2.09,8.89,7.55,11.08,21.77,4.57,0.0,20.96,3.51,29.69,5.82,21.7,4.08,27.28,6.16,29.07,11.8,12.55,27.07,29.2,15.432258064516128
bestpose,method2,AD4_RTMScore_SCORCH,25.22,18.8,4.43,5.59,21.71,13.89,4.55,3.31,26.81,16.46,51.17,6.27,15.87,10.24,11.08,20.6,6.85,7.58,20.96,3.51,36.38,5.82,27.57,5.09,19.49,6.85,30.6,16.33,12.55,34.46,27.18,16.684516129032257
bestpose,method3,AD4_RTMScore_SCORCH,19.73,12.06,4.43,5.59,15.81,13.38,5.76,3.31,12.97,12.8,37.93,8.36,11.43,7.01,11.08,15.89,3.43,3.25,20.29,7.03,31.92,4.36,24.63,4.08,6.82,4.79,26.78,21.78,15.45,30.15,17.11,13.529354838709674
bestpose,method4,AD4_RTMScore_SCORCH,21.93,16.32,1.26,3.73,15.39,12.35,9.4,2.21,18.59,12.02,39.7,2.09,10.79,7.55,11.08,25.3,1.14,3.25,21.64,5.27,32.66,5.09,22.29,14.26,7.79,2.74,23.72,27.22,18.34,20.92,19.13,14.037741935483874
bestpose,method5,AD4_RTMScore_SCORCH,21.93,14.9,3.79,6.34,19.81,14.4,5.76,3.31,25.51,13.59,47.64,10.46,9.52,9.16,8.31,18.83,5.71,8.67,18.93,1.76,28.95,4.36,22.29,4.08,18.51,6.51,23.72,18.15,15.45,33.23,25.17,15.120967741935484
bestpose,method6,AD4_RTMScore_SCORCH,14.8,15.96,0.63,2.61,16.86,8.75,5.76,2.65,25.94,3.4,37.05,0.0,3.17,1.08,8.31,1.18,2.28,8.67,16.9,0.0,20.04,3.64,1.17,5.09,13.64,2.05,16.07,2.72,9.66,25.84,11.07,9.25774193548387
bestpose,method7,AD4_RTMScore_SCORCH,18.64,21.64,0.0,2.61,20.44,9.77,7.58,2.65,28.54,8.62,45.87,2.09,6.98,4.85,8.31,7.06,3.43,10.83,17.58,0.0,31.18,2.91,8.8,8.15,11.69,2.74,16.07,12.7,15.45,30.77,22.15,12.583870967741932
bestpose,method1,RFScoreVS_RTMScore_SCORCH,29.6,30.87,17.7,19.02,32.46,20.58,13.04,5.96,57.94,40.76,53.81,14.64,33.02,7.55,11.08,47.66,22.85,9.75,33.81,3.51,47.51,13.82,20.53,31.58,56.51,24.31,39.02,35.39,16.41,49.84,47.32,28.640322580645158
bestpose,method2,RFScoreVS_RTMScore_SCORCH,38.92,30.16,15.81,21.26,30.98,19.55,16.99,5.96,51.46,39.46,55.58,14.64,38.1,10.24,11.08,41.78,22.85,13.0,37.87,26.35,46.03,12.36,28.74,32.6,42.87,21.23,36.72,43.56,17.38,48.61,46.31,29.62741935483871
bestpose,method3,RFScoreVS_RTMScore_SCORCH,24.12,24.48,11.38,19.02,24.66,20.58,15.47,5.96,30.27,33.45,46.76,10.46,38.1,9.16,11.08,37.07,13.71,15.17,26.37,7.03,43.8,10.91,24.05,28.53,18.51,14.38,31.37,39.93,19.31,43.69,39.26,23.807741935483868
bestpose,method4,RFScoreVS_RTMScore_SCORCH,23.57,26.61,7.59,14.92,23.82,17.49,13.65,4.86,31.57,24.3,46.76,8.36,29.84,10.78,13.84,41.78,11.42,15.17,27.05,12.3,47.51,8.73,22.87,29.54,21.44,9.24,31.37,37.2,21.24,43.07,31.21,22.8741935483871
bestpose,method5,RFScoreVS_RTMScore_SCORCH,31.8,31.58,13.28,17.53,29.72,18.52,14.26,5.74,45.83,35.8,54.7,12.55,34.92,9.7,11.08,38.25,19.42,11.92,36.51,17.57,42.31,12.36,26.98,34.64,36.05,16.44,33.66,39.02,18.34,50.46,42.28,27.200645161290325
bestpose,method6,RFScoreVS_RTMScore_SCORCH,26.86,21.64,21.5,24.99,25.71,20.58,19.72,5.96,56.64,40.5,52.05,6.27,22.22,1.62,16.61,45.9,12.57,11.92,37.19,29.87,42.31,22.55,18.18,22.41,56.51,34.24,36.72,51.72,11.59,43.69,39.26,28.370967741935484
bestpose,method7,RFScoreVS_RTMScore_SCORCH,35.08,23.06,18.34,26.48,27.19,20.58,20.33,5.96,54.91,38.93,53.81,14.64,33.02,7.01,16.61,46.49,14.85,15.17,38.54,36.89,43.8,19.64,26.98,27.51,44.82,27.73,35.19,51.72,15.45,44.92,40.27,29.868387096774192
bestpose_GNINA,method1,AD4_CHEMPLP,8.81,12.38,5.68,1.89,4.24,4.62,2.73,1.32,3.9,10.71,15.73,0.0,6.95,10.28,5.37,11.15,1.13,0.0,13.55,19.64,13.3,0.73,27.99,2.05,4.83,0.69,19.1,13.61,11.5,3.09,11.99,8.030967741935486
bestpose_GNINA,method2,AD4_CHEMPLP,8.81,12.38,5.68,1.89,4.24,4.62,2.73,1.32,3.9,10.71,15.73,0.0,6.95,10.28,5.37,11.15,1.13,0.0,13.55,19.64,13.3,0.73,27.99,2.05,4.83,0.69,19.1,13.61,11.5,3.09,11.99,8.030967741935486
bestpose_GNINA,method3,AD4_CHEMPLP,8.81,12.38,5.68,1.89,4.24,4.62,2.73,1.32,3.9,10.71,15.73,0.0,6.95,10.28,5.37,11.15,1.13,0.0,13.55,19.64,13.3,0.73,27.99,2.05,4.83,0.69,19.1,13.61,11.5,3.09,11.99,8.030967741935486
bestpose_GNINA,method4,AD4_CHEMPLP,8.81,10.96,5.68,1.89,4.24,4.62,2.73,0.88,3.9,10.19,17.48,0.0,6.95,11.36,5.37,11.74,1.13,0.0,12.19,21.42,12.56,0.73,27.41,2.05,4.83,0.69,19.1,11.79,10.55,3.09,11.99,7.9461290322580655
bestpose_GNINA,method5,AD4_CHEMPLP,6.05,11.67,6.95,1.52,4.03,5.65,1.82,1.77,3.03,8.1,14.86,0.0,7.58,10.82,5.37,11.74,1.13,0.0,13.55,17.85,11.09,0.73,31.49,2.05,3.86,0.34,20.63,17.24,9.59,3.09,11.99,7.9222580645161305
bestpose_GNINA,method6,AD4_CHEMPLP,7.71,17.68,7.58,1.52,3.39,5.14,2.13,1.99,1.73,9.93,13.98,0.0,6.95,9.74,5.37,11.74,1.13,0.0,12.19,17.85,14.04,0.73,30.9,2.05,2.9,1.03,21.39,19.05,10.55,3.71,11.99,8.260967741935485
bestpose_GNINA,method7,AD4_CHEMPLP,7.71,17.68,7.58,1.52,3.39,5.14,2.13,1.99,1.73,9.93,13.98,0.0,6.95,9.74,5.37,11.74,1.13,0.0,12.19,17.85,14.04,0.73,30.9,2.05,2.9,1.03,21.39,19.05,10.55,3.71,11.99,8.260967741935485
bestpose_GNINA,method1,AD4_LinF9,9.91,6.37,5.68,1.89,4.88,6.17,2.43,1.77,11.69,10.71,20.98,4.33,4.42,3.79,2.68,7.04,0.0,0.0,13.55,28.56,14.78,1.45,20.41,0.0,5.79,2.06,16.04,5.44,8.63,3.09,10.99,7.597741935483871
bestpose_GNINA,method2,AD4_LinF9,9.91,6.37,5.68,1.89,4.88,6.17,2.43,1.77,11.69,10.71,20.98,4.33,4.42,3.79,2.68,7.04,0.0,0.0,13.55,28.56,14.78,1.45,20.41,0.0,5.79,2.06,16.04,5.44,8.63,3.09,10.99,7.597741935483871
bestpose_GNINA,method3,AD4_LinF9,9.91,6.37,5.68,1.89,4.88,6.17,2.43,1.77,11.69,10.71,20.98,4.33,4.42,3.79,2.68,7.04,0.0,0.0,13.55,28.56,14.78,1.45,20.41,0.0,5.79,2.06,16.04,5.44,8.63,3.09,10.99,7.597741935483871
bestpose_GNINA,method4,AD4_LinF9,9.91,6.01,5.05,1.89,4.88,6.17,2.43,1.77,11.26,10.45,20.98,4.33,4.42,3.25,2.68,7.04,0.0,0.0,14.23,26.78,14.78,1.45,20.41,0.0,5.79,2.4,16.04,5.44,8.63,3.09,10.99,7.501612903225807
bestpose_GNINA,method5,AD4_LinF9,9.91,4.6,6.32,2.65,4.88,4.62,1.82,1.77,12.12,10.19,19.23,2.16,5.68,4.87,0.0,5.28,0.0,0.0,14.9,35.7,18.48,1.45,20.41,0.0,5.79,2.06,16.81,12.7,7.67,4.32,10.99,7.979999999999999
bestpose_GNINA,method6,AD4_LinF9,9.36,6.37,6.32,3.03,5.51,3.6,2.13,1.77,10.82,14.1,20.98,2.16,6.95,5.95,0.0,5.87,0.0,0.0,13.55,35.7,19.95,1.45,16.33,0.0,6.76,3.09,16.81,8.16,7.67,4.32,10.99,8.05483870967742
bestpose_GNINA,method7,AD4_LinF9,9.36,6.37,6.32,3.03,5.51,3.6,2.13,1.77,10.82,14.1,20.98,2.16,6.95,5.95,0.0,5.87,0.0,0.0,13.55,35.7,19.95,1.45,16.33,0.0,6.76,3.09,16.81,8.16,7.67,4.32,10.99,8.05483870967742
bestpose_GNINA,method1,AD4_RTMScore,25.87,12.38,4.42,1.89,21.84,11.82,1.22,1.55,18.19,17.5,41.08,4.33,8.84,10.82,8.05,15.26,5.65,0.0,27.1,5.36,30.3,5.08,16.91,1.03,9.65,3.09,24.45,9.98,7.67,16.67,12.99,12.290000000000001
bestpose_GNINA,method2,AD4_RTMScore,25.87,12.38,4.42,1.89,21.84,11.82,1.22,1.55,18.19,17.5,41.08,4.33,8.84,10.82,8.05,15.26,5.65,0.0,27.1,5.36,30.3,5.08,16.91,1.03,9.65,3.09,24.45,9.98,7.67,16.67,12.99,12.290000000000001
bestpose_GNINA,method3,AD4_RTMScore,25.87,12.38,4.42,1.89,21.84,11.82,1.22,1.55,18.19,17.5,41.08,4.33,8.84,10.82,8.05,15.26,5.65,0.0,27.1,5.36,30.3,5.08,16.91,1.03,9.65,3.09,24.45,9.98,7.67,16.67,12.99,12.290000000000001
bestpose_GNINA,method4,AD4_RTMScore,26.42,11.32,4.42,1.52,14.84,11.82,1.52,1.32,17.75,15.93,38.46,4.33,6.95,4.87,10.73,15.26,0.0,0.0,25.74,3.57,29.56,5.08,15.74,1.03,8.69,2.4,21.39,10.89,7.67,15.44,12.99,11.214516129032257
bestpose_GNINA,method5,AD4_RTMScore,28.62,10.26,5.05,1.89,27.35,12.33,0.91,1.99,16.02,17.5,40.2,4.33,7.58,10.28,10.73,14.09,21.46,0.0,25.74,1.79,39.17,5.81,11.66,0.0,8.69,3.43,20.63,11.79,6.71,17.29,12.99,12.783548387096776
bestpose_GNINA,method6,AD4_RTMScore,25.87,14.15,4.42,1.52,31.59,11.31,0.3,1.77,24.68,24.29,55.06,4.33,18.94,10.28,8.05,15.85,31.63,0.0,28.45,0.0,38.43,4.36,8.75,2.05,13.51,2.74,24.45,9.07,8.63,32.73,12.99,15.167741935483871
bestpose_GNINA,method7,AD4_RTMScore,25.87,14.15,4.42,1.52,31.59,11.31,0.3,1.77,24.68,24.29,55.06,4.33,18.94,10.28,8.05,15.85,31.63,0.0,28.45,0.0,38.43,4.36,8.75,2.05,13.51,2.74,24.45,9.07,8.63,32.73,12.99,15.167741935483871
bestpose_GNINA,method1,AD4_SCORCH,9.91,9.55,1.89,2.65,10.18,11.82,3.34,1.77,25.55,6.79,27.97,2.16,5.05,3.25,2.68,10.57,0.0,5.4,12.19,8.93,8.87,2.18,22.74,2.05,6.76,2.4,21.39,5.44,14.38,20.38,7.99,8.910645161290324
bestpose_GNINA,method2,AD4_SCORCH,9.91,9.55,1.89,2.65,10.18,11.82,3.34,1.77,25.55,6.79,27.97,2.16,5.05,3.25,2.68,10.57,0.0,5.4,12.19,8.93,8.87,2.18,22.74,2.05,6.76,2.4,21.39,5.44,14.38,20.38,7.99,8.910645161290324
bestpose_GNINA,method3,AD4_SCORCH,9.91,9.55,1.89,2.65,10.18,11.82,3.34,1.77,25.55,6.79,27.97,2.16,5.05,3.25,2.68,10.57,0.0,5.4,12.19,8.93,8.87,2.18,22.74,2.05,6.76,2.4,21.39,5.44,14.38,20.38,7.99,8.910645161290324
bestpose_GNINA,method4,AD4_SCORCH,15.41,14.15,0.63,3.79,11.02,12.33,5.47,1.99,25.11,5.75,27.09,0.0,5.05,5.41,5.37,11.74,1.13,2.16,14.23,0.0,14.04,5.81,26.24,5.13,3.86,2.4,20.63,19.96,19.17,12.35,8.99,9.884193548387097
bestpose_GNINA,method5,AD4_SCORCH,8.26,6.01,1.26,2.27,9.33,10.28,2.73,1.99,21.22,2.35,20.1,0.0,1.89,2.16,5.37,6.46,1.13,10.79,0.68,0.0,4.43,2.18,12.83,3.08,3.86,2.4,16.04,6.35,14.38,20.38,3.0,6.555161290322581
bestpose_GNINA,method6,AD4_SCORCH,4.4,8.84,1.26,1.14,8.06,5.14,1.52,1.99,19.92,2.35,18.35,0.0,0.63,0.54,0.0,1.17,1.13,10.79,0.0,0.0,0.74,2.91,7.58,4.1,3.86,1.71,13.75,0.0,7.67,16.06,0.0,4.697096774193548
bestpose_GNINA,method7,AD4_SCORCH,4.4,8.84,1.26,1.14,8.06,5.14,1.52,1.99,19.92,2.35,18.35,0.0,0.63,0.54,0.0,1.17,1.13,10.79,0.0,0.0,0.74,2.91,7.58,4.1,3.86,1.71,13.75,0.0,7.67,16.06,0.0,4.697096774193548
bestpose_GNINA,method1,RFScoreVS_RTMScore,39.63,22.64,19.58,16.67,26.5,20.04,9.12,6.62,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,16.41,17.49,36.67,41.73,12.46,48.17,12.99,24.905161290322578
bestpose_GNINA,method2,RFScoreVS_RTMScore,39.63,22.64,19.58,16.67,26.5,20.04,9.12,6.62,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,16.41,17.49,36.67,41.73,12.46,48.17,12.99,24.905161290322578
bestpose_GNINA,method3,RFScoreVS_RTMScore,39.63,22.64,19.58,16.67,26.5,20.04,9.12,6.62,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,16.41,17.49,36.67,41.73,12.46,48.17,12.99,24.905161290322578
bestpose_GNINA,method4,RFScoreVS_RTMScore,33.58,21.93,19.58,12.5,24.17,16.96,6.69,5.96,50.23,38.4,55.06,8.66,35.36,4.87,18.79,25.83,29.37,1.08,33.87,5.36,45.82,10.89,11.08,28.71,16.41,12.69,36.67,38.1,13.42,45.7,12.99,23.249354838709678
bestpose_GNINA,method5,RFScoreVS_RTMScore,37.98,20.87,20.21,12.5,21.41,19.53,10.03,6.84,47.63,38.66,55.06,10.82,35.99,9.74,16.1,27.0,29.37,1.08,32.52,21.42,45.82,17.43,22.16,24.61,15.45,15.43,35.9,43.54,11.5,45.08,12.99,24.666774193548385
bestpose_GNINA,method6,RFScoreVS_RTMScore,34.68,18.04,19.58,27.28,26.5,19.01,14.59,8.39,54.12,43.62,53.31,10.82,33.46,7.57,18.79,34.64,24.85,2.16,38.62,42.84,46.56,31.23,22.74,32.81,20.27,24.35,35.9,45.36,14.38,43.84,12.99,27.848387096774193
bestpose_GNINA,method7,RFScoreVS_RTMScore,34.68,18.04,19.58,27.28,26.5,19.01,14.59,8.39,54.12,43.62,53.31,10.82,33.46,7.57,18.79,34.64,24.85,2.16,38.62,42.84,46.56,31.23,22.74,32.81,20.27,24.35,35.9,45.36,14.38,43.84,12.99,27.848387096774193
bestpose_GNINA,method1,RFScoreVS_SCORCH,22.02,20.16,12.63,21.22,15.05,17.47,14.28,6.4,48.93,24.03,45.45,6.49,21.47,0.54,8.05,25.24,1.13,10.79,23.03,10.71,30.3,13.8,16.91,19.48,22.2,15.43,25.97,33.56,22.05,45.7,9.99,19.692903225806454
bestpose_GNINA,method2,RFScoreVS_SCORCH,22.02,20.16,12.63,21.22,15.05,17.47,14.28,6.4,48.93,24.03,45.45,6.49,21.47,0.54,8.05,25.24,1.13,10.79,23.03,10.71,30.3,13.8,16.91,19.48,22.2,15.43,25.97,33.56,22.05,45.7,9.99,19.692903225806454
bestpose_GNINA,method3,RFScoreVS_SCORCH,22.02,20.16,12.63,21.22,15.05,17.47,14.28,6.4,48.93,24.03,45.45,6.49,21.47,0.54,8.05,25.24,1.13,10.79,23.03,10.71,30.3,13.8,16.91,19.48,22.2,15.43,25.97,33.56,22.05,45.7,9.99,19.692903225806454
bestpose_GNINA,method4,RFScoreVS_SCORCH,15.96,24.76,6.95,17.43,16.96,14.9,12.15,5.74,45.46,15.15,43.7,4.33,12.0,1.62,8.05,27.0,1.13,9.71,20.32,1.79,39.17,7.99,14.58,16.41,19.31,8.92,22.92,25.4,23.97,43.84,9.99,17.34225806451613
bestpose_GNINA,method5,RFScoreVS_SCORCH,17.61,12.73,7.58,10.99,15.69,11.82,10.94,5.96,45.46,20.37,40.2,6.49,5.05,1.08,8.05,17.61,2.26,10.79,18.29,14.28,20.69,11.62,11.66,18.46,13.51,6.86,18.33,13.61,15.34,41.37,7.99,14.92548387096774
bestpose_GNINA,method6,RFScoreVS_SCORCH,19.82,14.86,12.0,21.22,12.93,15.42,13.67,5.3,47.19,33.95,48.94,4.33,15.15,0.54,2.68,22.31,2.26,10.79,23.71,28.56,24.39,21.79,14.58,17.43,14.48,19.89,27.5,39.91,12.46,40.14,6.99,19.199677419354842
bestpose_GNINA,method7,RFScoreVS_SCORCH,19.82,14.86,12.0,21.22,12.93,15.42,13.67,5.3,47.19,33.95,48.94,4.33,15.15,0.54,2.68,22.31,2.26,10.79,23.71,28.56,24.39,21.79,14.58,17.43,14.48,19.89,27.5,39.91,12.46,40.14,6.99,19.199677419354842
bestpose_GNINA,method1,RTMScore_SCORCH,19.82,20.16,0.63,3.41,25.02,12.85,1.22,3.75,39.83,19.33,46.32,0.0,18.31,9.74,8.05,12.33,11.3,3.24,16.94,0.0,31.04,5.08,9.33,8.2,9.65,4.11,26.74,11.79,6.71,39.52,10.99,14.045483870967743
