Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
hivint,GNINA,1.0,NEF,,0.0,0.0,0.0,100,6750,68,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.01
hivpr,GNINA,1.0,NEF,,28.36,41.892,28.36,536,36286,363,152.068,0.98,48.085,0.639,41.892,0.337,0.33,,0.45
hivrt,GNINA,1.0,NEF,,11.28,19.828,11.28,338,19229,193,38.267,0.933,13.822,0.553,19.828,0.138,0.133,,0.22
hmdh,GNINA,1.0,NEF,,36.47,69.506,36.47,170,8920,90,62.555,0.992,117.316,0.682,69.506,0.499,0.474,,0.65
hs90a,GNINA,1.0,NEF,,11.36,20.245,11.36,88,4938,50,10.122,0.933,13.99,0.553,20.245,0.141,0.136,,0.17
hxk4,GNINA,1.0,NEF,,20.65,39.645,20.65,92,4792,48,19.03,0.971,33.557,0.6,39.645,0.277,0.262,,0.31
igf1r,GNINA,1.0,NEF,,30.41,47.636,30.41,148,9448,95,45.255,0.983,57.165,0.65,47.636,0.374,0.365,,0.48
inha,GNINA,1.0,NEF,,2.33,4.276,2.33,43,2343,24,1.026,0.705,2.389,0.507,4.276,0.019,0.018,,0.04
ital,GNINA,1.0,NEF,,6.57,10.496,6.57,138,8638,87,9.132,0.878,7.223,0.529,10.496,0.072,0.07,,0.11
jak2,GNINA,1.0,NEF,,28.04,45.411,28.04,107,6607,67,30.425,0.981,50.533,0.639,45.411,0.351,0.342,,0.47
kif11,GNINA,1.0,NEF,,37.93,63.162,37.93,116,6966,70,44.214,0.99,101.25,0.689,63.162,0.484,0.469,,0.57
kit,GNINA,1.0,NEF,,13.86,21.673,13.86,166,10616,107,23.19,0.946,17.418,0.566,21.673,0.164,0.16,,0.22
kith,GNINA,1.0,NEF,,38.6,75.686,38.6,57,2907,30,22.706,0.994,155.645,0.698,75.686,0.543,0.515,,0.61
kpcb,GNINA,1.0,NEF,,23.7,36.214,23.7,135,8835,89,32.23,0.973,36.588,0.616,36.214,0.285,0.279,,0.36
lck,GNINA,1.0,NEF,,15.24,23.008,15.24,420,27820,279,64.192,0.951,19.495,0.572,23.008,0.177,0.174,,0.26
lkha4,GNINA,1.0,NEF,,15.29,27.176,15.29,171,9621,97,26.361,0.954,20.623,0.573,27.176,0.194,0.186,,0.3
mapk2,GNINA,1.0,NEF,,16.83,27.193,16.83,101,6251,63,17.132,0.958,22.742,0.581,27.193,0.205,0.199,,0.31
mcr,GNINA,1.0,NEF,,10.64,19.072,10.64,94,5244,53,10.108,0.928,12.912,0.55,19.072,0.132,0.126,,0.23
met,GNINA,1.0,NEF,,37.95,55.183,37.95,166,11416,115,63.461,0.988,83.447,0.689,55.183,0.453,0.445,,0.56
mk01,GNINA,1.0,NEF,,10.13,17.288,10.13,79,4629,47,8.125,0.923,12.038,0.547,17.288,0.122,0.118,,0.19
mk10,GNINA,1.0,NEF,,7.69,11.93,7.69,104,6704,68,8.112,0.896,8.596,0.534,11.93,0.085,0.083,,0.13
mk14,GNINA,1.0,NEF,,19.38,30.75,19.38,578,36428,365,112.238,0.965,27.542,0.594,30.75,0.235,0.229,,0.32
mmp13,GNINA,1.0,NEF,,9.09,13.765,9.09,572,37772,378,52.033,0.912,10.381,0.541,13.765,0.101,0.099,,0.17
mp2k1,GNINA,1.0,NEF,,5.83,8.529,5.83,121,8271,83,7.079,0.863,6.28,0.525,8.529,0.059,0.058,,0.13
nos1,GNINA,1.0,NEF,,8.0,9.816,8.0,100,8150,82,8.049,0.898,8.762,0.536,9.816,0.079,0.078,,0.13
nram,GNINA,1.0,NEF,,17.35,26.997,17.35,98,6298,63,17.008,0.959,23.396,0.583,26.997,0.207,0.202,,0.3
pa2ga,GNINA,1.0,NEF,,9.18,17.314,9.18,99,5249,53,9.177,0.916,10.893,0.542,17.314,0.115,0.109,,0.16
parp1,GNINA,1.0,NEF,,16.14,26.831,16.14,508,30558,306,82.104,0.956,21.692,0.577,26.831,0.198,0.192,,0.31
pde5a,GNINA,1.0,NEF,,14.32,20.393,14.32,398,27948,280,57.1,0.947,17.732,0.568,20.393,0.161,0.159,,0.24
pgh1,GNINA,1.0,NEF,,9.23,16.37,9.23,195,10995,110,18.007,0.916,10.841,0.542,16.37,0.111,0.107,,0.17
pgh2,GNINA,1.0,NEF,,17.24,31.797,17.24,435,23585,236,75.042,0.961,24.811,0.583,31.797,0.224,0.213,,0.29
plk1,GNINA,1.0,NEF,,38.68,59.921,38.68,107,6907,70,41.945,0.99,95.015,0.694,59.921,0.478,0.467,,0.61
pnph,GNINA,1.0,NEF,,35.29,51.537,35.29,103,7053,71,36.591,0.986,71.754,0.675,51.537,0.421,0.414,,0.57
ppara,GNINA,1.0,NEF,,4.83,9.112,4.83,373,19772,198,18.041,0.839,5.214,0.52,9.112,0.053,0.051,,0.11
ppard,GNINA,1.0,NEF,,4.58,8.801,4.58,240,12490,125,11.001,0.831,4.925,0.518,8.801,0.05,0.048,,0.08
pparg,GNINA,1.0,NEF,,5.99,11.244,5.99,484,25784,258,29.01,0.869,6.622,0.525,11.244,0.069,0.066,,0.12
prgr,GNINA,1.0,NEF,,18.43,33.871,18.43,293,15943,160,54.193,0.965,27.357,0.589,33.871,0.24,0.229,,0.32
ptn1,GNINA,1.0,NEF,,25.38,44.707,25.38,130,7380,74,33.083,0.978,45.093,0.624,44.707,0.329,0.316,,0.45
pur2,GNINA,1.0,NEF,,52.0,94.545,52.0,50,2750,28,26.473,0.999,936.0,0.764,94.545,0.704,0.675,,0.92
pygm,GNINA,1.0,NEF,,3.9,7.457,3.9,77,4027,41,3.057,0.805,4.134,0.515,7.457,0.041,0.039,,0.08
pyrd,GNINA,1.0,NEF,,22.52,38.1,22.52,111,6561,66,25.146,0.973,35.766,0.61,38.1,0.285,0.275,,0.34
reni,GNINA,1.0,NEF,,8.74,12.871,8.74,104,7062,71,9.139,0.908,9.883,0.539,12.871,0.095,0.094,,0.15
rock1,GNINA,1.0,NEF,,19.0,29.688,19.0,100,6400,64,19.0,0.964,26.6,0.591,29.688,0.228,0.222,,0.29
rxra,GNINA,1.0,NEF,,35.88,66.379,35.88,131,7081,71,47.129,0.991,104.744,0.678,66.379,0.482,0.46,,0.58
sahh,GNINA,1.0,NEF,,0.0,0.0,0.0,63,3513,36,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.04
src,GNINA,1.0,NEF,,11.83,17.699,11.83,524,35024,351,62.124,0.934,14.159,0.555,17.699,0.134,0.132,,0.27
tgfr1,GNINA,1.0,NEF,,28.57,44.015,28.57,133,8633,87,38.293,0.98,50.245,0.641,44.015,0.348,0.34,,0.47
thb,GNINA,1.0,NEF,,34.95,47.661,34.95,103,7553,76,36.223,0.985,65.866,0.673,47.661,0.402,0.398,,0.54
thrb,GNINA,1.0,NEF,,35.14,58.982,35.14,461,27465,275,162.202,0.988,84.233,0.674,58.982,0.449,0.434,,0.57
try1,GNINA,1.0,NEF,,22.94,38.973,22.94,449,26429,265,103.277,0.974,36.951,0.612,38.973,0.29,0.28,,0.43
tryb1,GNINA,1.0,NEF,,2.03,3.853,2.03,148,7798,78,3.005,0.674,2.071,0.505,3.853,0.014,0.014,,0.07
tysy,GNINA,1.0,NEF,,30.28,48.12,30.28,109,6859,69,33.202,0.983,57.437,0.65,48.12,0.375,0.365,,0.49
urok,GNINA,1.0,NEF,,12.35,19.983,12.35,162,10012,101,20.183,0.938,15.184,0.558,19.983,0.147,0.143,,0.25
vgfr2,GNINA,1.0,NEF,,22.74,36.676,22.74,409,25359,254,93.157,0.972,35.331,0.611,36.676,0.28,0.272,,0.38
wee1,GNINA,1.0,NEF,,59.41,96.926,59.41,102,6252,63,61.063,0.999,1901.194,0.799,96.926,0.759,0.737,,0.84
xiap,GNINA,1.0,NEF,,35.35,67.333,35.35,100,5250,53,35.687,0.991,106.153,0.677,67.333,0.483,0.459,,0.59
aa2ar,RF-Score-VS‡,1.0,NEF,,2.28,3.431,2.28,482,32032,321,11.013,0.699,2.325,0.507,3.431,0.016,0.016,,0.04
abl1,RF-Score-VS‡,1.0,NEF,,11.05,18.396,11.05,182,10932,110,20.236,0.93,13.316,0.551,18.396,0.132,0.128,,0.19
ace,RF-Score-VS‡,1.0,NEF,,5.71,9.372,5.71,282,17182,172,16.119,0.861,6.197,0.524,9.372,0.061,0.059,,0.1
aces,RF-Score-VS‡,1.0,NEF,,3.97,6.735,3.97,453,26703,268,18.049,0.807,4.184,0.515,6.735,0.039,0.038,,0.09
ada,RF-Score-VS‡,1.0,NEF,,4.3,7.215,4.3,93,5543,56,4.04,0.82,4.557,0.517,7.215,0.044,0.042,,0.1
ada17,RF-Score-VS‡,1.0,NEF,,2.82,4.118,2.82,532,36432,365,15.03,0.743,2.898,0.509,4.118,0.022,0.022,,0.07
adrb1,RF-Score-VS‡,1.0,NEF,,0.4,0.614,0.4,247,16097,161,0.988,0.284,0.396,0.497,0.614,-0.008,-0.007,,0.03
adrb2,RF-Score-VS‡,1.0,NEF,,0.87,1.319,0.87,231,15231,153,2.019,0.465,0.868,0.499,1.319,-0.002,-0.002,,0.02
akt1,RF-Score-VS‡,1.0,NEF,,1.37,2.397,1.37,293,16743,168,4.028,0.58,1.379,0.502,2.397,0.005,0.005,,0.04
akt2,RF-Score-VS‡,1.0,NEF,,0.85,1.417,0.85,117,7017,71,1.006,0.459,0.848,0.499,1.417,-0.002,-0.002,,0.02
aldr,RF-Score-VS‡,1.0,NEF,,1.26,2.187,1.26,159,9159,92,2.012,0.559,1.266,0.501,2.187,0.003,0.003,,0.03
ampc,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.01
andr,RF-Score-VS‡,1.0,NEF,,1.49,2.742,1.49,269,14619,147,4.03,0.601,1.504,0.503,2.742,0.007,0.006,,0.03
aofb,RF-Score-VS‡,1.0,NEF,,0.82,1.425,0.82,122,7022,71,1.012,0.45,0.817,0.499,1.425,-0.002,-0.002,,0.02
bace1,RF-Score-VS‡,1.0,NEF,,18.37,28.28,18.37,283,18383,184,52.035,0.962,25.219,0.588,28.28,0.218,0.213,,0.3
braf,RF-Score-VS‡,1.0,NEF,,12.5,18.808,12.5,152,10102,102,19.184,0.938,15.164,0.559,18.808,0.144,0.141,,0.2
cah2,RF-Score-VS‡,1.0,NEF,,18.5,28.746,18.5,492,31664,317,91.123,0.962,25.56,0.589,28.746,0.221,0.216,,0.3
casp3,RF-Score-VS‡,1.0,NEF,,2.02,3.688,2.02,199,10899,109,4.02,0.673,2.059,0.505,3.688,0.014,0.013,,0.04
cdk2,RF-Score-VS‡,1.0,NEF,,0.85,1.422,0.85,474,28324,284,4.04,0.459,0.848,0.499,1.422,-0.002,-0.002,,0.02
comt,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,41,3891,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,,0.0
cp2c9,RF-Score-VS‡,1.0,NEF,,5.0,7.926,5.0,120,7570,76,6.024,0.842,5.344,0.52,7.926,0.051,0.05,,0.09
cp3a4,RF-Score-VS‡,1.0,NEF,,3.59,5.099,3.59,170,11970,120,6.118,0.789,3.729,0.513,5.099,0.031,0.031,,0.07
cxcr4,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,40,3446,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,,0.0
def,RF-Score-VS‡,1.0,NEF,,4.9,8.614,4.9,102,5802,59,5.082,0.84,5.268,0.52,8.614,0.053,0.051,,0.08
dhi1,RF-Score-VS‡,1.0,NEF,,6.36,10.665,6.36,330,19680,197,21.009,0.875,7.0,0.527,10.665,0.07,0.068,,0.12
dpp4,RF-Score-VS‡,1.0,NEF,,0.75,0.964,0.75,533,41483,415,3.999,0.428,0.748,0.499,0.964,-0.003,-0.003,,0.02
drd3,RF-Score-VS‡,1.0,NEF,,3.77,5.241,3.77,480,34530,346,18.133,0.797,3.923,0.514,5.241,0.033,0.033,,0.08
dyr,RF-Score-VS‡,1.0,NEF,,1.3,1.723,1.3,231,17431,175,3.015,0.566,1.305,0.502,1.723,0.004,0.003,,0.03
egfr,RF-Score-VS‡,1.0,NEF,,2.58,3.929,2.58,542,35592,356,13.987,0.726,2.645,0.508,3.929,0.02,0.019,,0.06
esr1,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,383,21068,211,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
esr2,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,367,20566,206,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
fa10,RF-Score-VS‡,1.0,NEF,,13.04,24.262,13.04,537,28862,289,70.117,0.944,16.897,0.561,24.262,0.167,0.159,,0.31
fa7,RF-Score-VS‡,1.0,NEF,,18.42,32.996,18.42,114,6364,64,21.118,0.964,26.999,0.589,32.996,0.237,0.227,,0.35
fabp4,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,47,2797,28,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.05
fak1,RF-Score-VS‡,1.0,NEF,,2.0,3.67,2.0,100,5450,55,2.018,0.671,2.038,0.505,3.67,0.014,0.013,,0.05
fgfr1,RF-Score-VS‡,1.0,NEF,,1.44,2.265,1.44,139,8839,89,2.015,0.592,1.45,0.502,2.265,0.006,0.005,,
fkb1a,RF-Score-VS‡,1.0,NEF,,1.8,3.38,1.8,111,5911,60,2.028,0.646,1.828,0.504,3.38,0.011,0.011,,0.03
fnta,RF-Score-VS‡,1.0,NEF,,8.11,9.217,8.11,592,52092,521,48.019,0.898,8.832,0.536,9.217,0.077,0.076,,0.11
fpps,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,85,8935,90,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,,0.0
gcr,RF-Score-VS‡,1.0,NEF,,2.33,3.94,2.33,258,15258,153,6.028,0.705,2.385,0.507,3.94,0.018,0.017,,0.05
glcm,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,54,3854,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.0
gria2,RF-Score-VS‡,1.0,NEF,,4.43,5.831,4.43,158,12003,121,7.056,0.823,4.642,0.518,5.831,0.04,0.04,,0.07
grik1,RF-Score-VS‡,1.0,NEF,,2.0,3.037,2.0,101,6651,67,2.035,0.67,2.031,0.505,3.037,0.013,0.012,,0.03
hdac2,RF-Score-VS‡,1.0,NEF,,2.7,4.764,2.7,185,10485,105,5.002,0.736,2.785,0.509,4.764,0.023,0.022,,0.08
hdac8,RF-Score-VS‡,1.0,NEF,,3.53,5.651,3.53,170,10620,107,6.046,0.786,3.682,0.513,5.651,0.033,0.032,,0.07
hivint,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,100,6750,68,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.0
hivpr,RF-Score-VS‡,1.0,NEF,,23.51,34.728,23.51,536,36286,363,126.062,0.973,35.486,0.614,34.728,0.277,0.272,,0.36
hivrt,RF-Score-VS‡,1.0,NEF,,0.3,0.527,0.3,338,19229,193,1.018,0.229,0.296,0.496,0.527,-0.009,-0.009,,0.02
hmdh,RF-Score-VS‡,1.0,NEF,,4.71,8.976,4.71,170,8920,90,8.079,0.835,5.076,0.519,8.976,0.052,0.05,,0.1
hs90a,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,88,4938,50,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
hxk4,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,92,4792,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.01
igf1r,RF-Score-VS‡,1.0,NEF,,12.84,20.113,12.84,148,9448,95,19.108,0.941,15.821,0.56,20.113,0.151,0.147,,0.2
inha,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,43,2343,24,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.03
ital,RF-Score-VS‡,1.0,NEF,,0.73,1.166,0.73,138,8638,87,1.015,0.421,0.727,0.499,1.166,-0.003,-0.003,,0.05
jak2,RF-Score-VS‡,1.0,NEF,,8.41,13.62,8.41,107,6607,67,9.125,0.905,9.578,0.538,13.62,0.096,0.094,,0.13
kif11,RF-Score-VS‡,1.0,NEF,,14.66,24.412,14.66,116,6966,70,17.089,0.95,19.072,0.57,24.412,0.179,0.173,,0.29
kit,RF-Score-VS‡,1.0,NEF,,6.63,10.367,6.63,166,10616,107,11.093,0.879,7.281,0.529,10.367,0.072,0.07,,0.12
kith,RF-Score-VS‡,1.0,NEF,,1.75,3.431,1.75,57,2907,30,1.029,0.64,1.777,0.504,3.431,0.011,0.01,,0.06
kpcb,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,135,8835,89,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,,0.03
lck,RF-Score-VS‡,1.0,NEF,,3.57,5.39,3.57,420,27820,279,15.037,0.788,3.716,0.513,5.39,0.032,0.031,,0.07
lkha4,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,171,9621,97,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.02
mapk2,RF-Score-VS‡,1.0,NEF,,1.98,3.199,1.98,101,6251,63,2.015,0.668,2.012,0.505,3.199,0.013,0.012,,0.04
mcr,RF-Score-VS‡,1.0,NEF,,4.26,7.636,4.26,94,5244,53,4.047,0.819,4.53,0.517,7.636,0.045,0.043,,0.11
met,RF-Score-VS‡,1.0,NEF,,19.28,28.035,19.28,166,11416,115,32.24,0.964,26.401,0.593,28.035,0.224,0.22,,0.32
mk01,RF-Score-VS‡,1.0,NEF,,5.06,8.636,5.06,79,4629,47,4.059,0.845,5.444,0.521,8.636,0.054,0.052,,0.11
mk10,RF-Score-VS‡,1.0,NEF,,4.81,7.462,4.81,104,6704,68,5.074,0.837,5.117,0.52,7.462,0.048,0.047,,0.07
mk14,RF-Score-VS‡,1.0,NEF,,7.44,11.805,7.44,578,36428,365,43.088,0.892,8.302,0.533,11.805,0.082,0.08,,0.13
mmp13,RF-Score-VS‡,1.0,NEF,,5.59,8.465,5.59,572,37772,378,31.999,0.857,6.014,0.523,8.465,0.057,0.056,,0.1
mp2k1,RF-Score-VS‡,1.0,NEF,,0.83,1.214,0.83,121,8271,83,1.008,0.453,0.828,0.499,1.214,-0.002,-0.002,,0.02
nos1,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,100,8150,82,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,,0.01
nram,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,98,6298,63,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,,0.01
pa2ga,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,99,5249,53,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.03
parp1,RF-Score-VS‡,1.0,NEF,,2.56,4.256,2.56,508,30558,306,13.023,0.724,2.629,0.508,4.256,0.02,0.02,,0.06
pde5a,RF-Score-VS‡,1.0,NEF,,1.01,1.438,1.01,398,27948,280,4.027,0.503,1.01,0.5,1.438,0.0,0.0,,0.02
pgh1,RF-Score-VS‡,1.0,NEF,,1.54,2.731,1.54,195,10995,110,3.004,0.609,1.555,0.503,2.731,0.007,0.007,,0.04
pgh2,RF-Score-VS‡,1.0,NEF,,1.84,3.394,1.84,435,23585,236,8.009,0.652,1.87,0.504,3.394,0.012,0.011,,0.04
plk1,RF-Score-VS‡,1.0,NEF,,5.66,8.768,5.66,107,6907,70,6.138,0.859,6.108,0.524,8.768,0.059,0.058,,0.11
pnph,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,103,7053,71,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.01
ppara,RF-Score-VS‡,1.0,NEF,,0.8,1.509,0.8,373,19772,198,2.988,0.443,0.797,0.499,1.509,-0.003,-0.003,,0.02
ppard,RF-Score-VS‡,1.0,NEF,,1.25,2.402,1.25,240,12490,125,3.002,0.557,1.256,0.501,2.402,0.004,0.003,,0.04
pparg,RF-Score-VS‡,1.0,NEF,,3.1,5.819,3.1,484,25784,258,15.013,0.764,3.23,0.511,5.819,0.029,0.028,,0.08
prgr,RF-Score-VS‡,1.0,NEF,,2.39,4.392,2.39,293,15943,160,7.028,0.71,2.454,0.507,4.392,0.019,0.018,,0.05
ptn1,RF-Score-VS‡,1.0,NEF,,10.0,17.615,10.0,130,7380,74,13.035,0.923,11.924,0.546,17.615,0.121,0.117,,0.2
pur2,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,50,2750,28,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
pygm,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,77,4027,41,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
pyrd,RF-Score-VS‡,1.0,NEF,,11.71,19.811,11.71,111,6561,66,13.075,0.935,14.356,0.555,19.811,0.142,0.137,,0.18
reni,RF-Score-VS‡,1.0,NEF,,3.88,5.714,3.88,104,7062,71,4.057,0.802,4.055,0.515,5.714,0.035,0.035,,0.06
rock1,RF-Score-VS‡,1.0,NEF,,1.0,1.562,1.0,100,6400,64,1.0,0.5,1.0,0.5,1.562,0.0,0.0,,0.02
rxra,RF-Score-VS‡,1.0,NEF,,0.76,1.406,0.76,131,7081,71,0.998,0.431,0.757,0.499,1.406,-0.003,-0.003,,0.02
sahh,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,63,3513,36,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
src,RF-Score-VS‡,1.0,NEF,,1.53,2.289,1.53,524,35024,351,8.035,0.607,1.542,0.503,2.289,0.007,0.006,,0.04
tgfr1,RF-Score-VS‡,1.0,NEF,,0.75,1.155,0.75,133,8633,87,1.005,0.428,0.747,0.499,1.155,-0.003,-0.003,,0.02
thb,RF-Score-VS‡,1.0,NEF,,1.94,2.646,1.94,103,7553,76,2.011,0.663,1.966,0.505,2.646,0.011,0.011,,0.03
thrb,RF-Score-VS‡,1.0,NEF,,7.38,12.387,7.38,461,27465,275,34.065,0.892,8.282,0.532,12.387,0.084,0.081,,0.13
try1,RF-Score-VS‡,1.0,NEF,,9.35,15.885,9.35,449,26429,265,42.094,0.916,10.927,0.543,15.885,0.11,0.107,,0.18
tryb1,RF-Score-VS‡,1.0,NEF,,7.43,14.102,7.43,148,7798,78,10.999,0.895,8.486,0.533,14.102,0.09,0.085,,0.16
tysy,RF-Score-VS‡,1.0,NEF,,3.67,5.832,3.67,109,6859,69,4.024,0.793,3.835,0.514,5.832,0.034,0.033,,0.08
urok,RF-Score-VS‡,1.0,NEF,,2.47,3.997,2.47,162,10012,101,4.037,0.717,2.531,0.508,3.997,0.019,0.018,,0.05
vgfr2,RF-Score-VS‡,1.0,NEF,,5.87,9.467,5.87,409,25359,254,24.047,0.864,6.379,0.525,9.467,0.063,0.061,,0.12
wee1,RF-Score-VS‡,1.0,NEF,,1.98,3.23,1.98,102,6252,63,2.035,0.668,2.013,0.505,3.23,0.013,0.012,,0.08
xiap,RF-Score-VS‡,1.0,NEF,,0.0,0.0,0.0,100,5250,53,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.01
aa2ar,NN-Score,1.0,NEF,,0.62,0.933,0.62,482,32032,321,2.995,0.381,0.616,0.498,0.933,-0.005,-0.005,,0.01
abl1,NN-Score,1.0,NEF,,2.21,3.679,2.21,182,10932,110,4.047,0.693,2.256,0.506,3.679,0.016,0.015,,0.03
ace,NN-Score,1.0,NEF,,4.64,7.615,4.64,282,17182,172,13.099,0.832,4.94,0.519,7.615,0.047,0.046,,0.1
aces,NN-Score,1.0,NEF,,1.55,2.629,1.55,453,26703,268,7.047,0.61,1.565,0.503,2.629,0.007,0.007,,0.03
ada,NN-Score,1.0,NEF,,0.0,0.0,0.0,93,5543,56,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.0
ada17,NN-Score,1.0,NEF,,3.76,5.491,3.76,532,36432,365,20.041,0.797,3.92,0.514,5.491,0.034,0.033,,0.07
adrb1,NN-Score,1.0,NEF,,2.02,3.1,2.02,247,16097,161,4.99,0.672,2.053,0.505,3.1,0.013,0.013,,0.03
adrb2,NN-Score,1.0,NEF,,3.46,5.248,3.46,231,15231,153,8.029,0.782,3.596,0.513,5.248,0.031,0.03,,0.06
akt1,NN-Score,1.0,NEF,,0.0,0.0,0.0,293,16743,168,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.01
akt2,NN-Score,1.0,NEF,,1.71,2.851,1.71,117,7017,71,2.024,0.634,1.731,0.504,2.851,0.009,0.009,,0.05
aldr,NN-Score,1.0,NEF,,0.0,0.0,0.0,159,9159,92,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.01
ampc,NN-Score,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.01
andr,NN-Score,1.0,NEF,,2.6,4.784,2.6,269,14619,147,7.033,0.728,2.68,0.508,4.784,0.022,0.021,,0.04
aofb,NN-Score,1.0,NEF,,0.0,0.0,0.0,122,7022,71,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.02
bace1,NN-Score,1.0,NEF,,2.12,3.264,2.12,283,18383,184,6.005,0.683,2.158,0.506,3.264,0.014,0.014,,0.03
braf,NN-Score,1.0,NEF,,0.66,0.993,0.66,152,10102,102,1.013,0.396,0.657,0.498,0.993,-0.004,-0.004,,0.03
cah2,NN-Score,1.0,NEF,,3.66,5.687,3.66,492,31664,317,18.028,0.793,3.82,0.514,5.687,0.034,0.033,,0.06
casp3,NN-Score,1.0,NEF,,4.04,7.376,4.04,199,10899,109,8.04,0.811,4.282,0.515,7.376,0.042,0.04,,0.07
cdk2,NN-Score,1.0,NEF,,1.48,2.477,1.48,474,28324,284,7.034,0.599,1.492,0.502,2.477,0.006,0.006,,0.03
comt,NN-Score,1.0,NEF,,4.88,5.142,4.88,41,3891,39,2.005,0.836,5.09,0.52,5.142,0.04,0.04,,0.06
cp2c9,NN-Score,1.0,NEF,,0.0,0.0,0.0,120,7570,76,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,,0.01
cp3a4,NN-Score,1.0,NEF,,0.0,0.0,0.0,170,11970,120,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.01
cxcr4,NN-Score,1.0,NEF,,5.0,5.804,5.0,40,3446,35,2.031,0.84,5.246,0.521,5.804,0.044,0.044,,0.1
def,NN-Score,1.0,NEF,,1.96,3.446,1.96,102,5802,59,2.033,0.666,1.994,0.505,3.446,0.013,0.013,,0.04
dhi1,NN-Score,1.0,NEF,,1.82,3.052,1.82,330,19680,197,6.012,0.649,1.846,0.504,3.052,0.011,0.01,,0.04
dpp4,NN-Score,1.0,NEF,,3.19,4.099,3.19,533,41483,415,17.01,0.767,3.284,0.511,4.099,0.025,0.025,,0.06
drd3,NN-Score,1.0,NEF,,1.26,1.752,1.26,480,34530,346,6.06,0.558,1.265,0.501,1.752,0.003,0.003,,0.03
dyr,NN-Score,1.0,NEF,,1.3,1.723,1.3,231,17431,175,3.015,0.566,1.305,0.502,1.723,0.004,0.003,,0.04
egfr,NN-Score,1.0,NEF,,2.77,4.218,2.77,542,35592,356,15.017,0.74,2.848,0.509,4.218,0.022,0.022,,0.06
esr1,NN-Score,1.0,NEF,,1.31,2.381,1.31,383,21068,211,5.025,0.569,1.318,0.502,2.381,0.004,0.004,,0.02
