Target,Model,ROCE1,EF1,NEF1,AUC_ROC,AUC,BEDROC,Source,Notes
ppara,GNINA,,,4.83,,0.76,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppard,GNINA,,,4.58,,0.74,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pparg,GNINA,,,5.99,,0.74,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
prgr,GNINA,,,18.43,,0.8,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ptn1,GNINA,,,25.38,,0.81,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pur2,GNINA,,,52,,1,0.92,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pygm,GNINA,,,3.9,,0.51,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pyrd,GNINA,,,22.52,,0.73,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
reni,GNINA,,,8.74,,0.75,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rock1,GNINA,,,19,,0.85,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rxra,GNINA,,,35.88,,0.93,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
sahh,GNINA,,,0,,0.75,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
src,GNINA,,,11.83,,0.84,0.27,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tgfr1,GNINA,,,28.57,,0.93,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thb,GNINA,,,34.95,,0.88,0.54,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thrb,GNINA,,,35.14,,0.92,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
try1,GNINA,,,22.94,,0.89,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tryb1,GNINA,,,2.03,,0.66,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tysy,GNINA,,,30.28,,0.87,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
urok,GNINA,,,12.35,,0.82,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
vgfr2,GNINA,,,22.74,,0.83,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
wee1,GNINA,,,59.41,,0.96,0.84,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
xiap,GNINA,,,35.35,,0.89,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aa2ar,RF-Score-VS‡,,,2.28,,0.5,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
abl1,RF-Score-VS‡,,,11.05,,0.68,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ace,RF-Score-VS‡,,,5.71,,0.67,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aces,RF-Score-VS‡,,,3.97,,0.66,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada,RF-Score-VS‡,,,4.3,,0.61,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada17,RF-Score-VS‡,,,2.82,,0.66,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb1,RF-Score-VS‡,,,0.4,,0.68,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb2,RF-Score-VS‡,,,0.87,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt1,RF-Score-VS‡,,,1.37,,0.63,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt2,RF-Score-VS‡,,,0.85,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aldr,RF-Score-VS‡,,,1.26,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ampc,RF-Score-VS‡,,,0,,0.34,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
andr,RF-Score-VS‡,,,1.49,,0.64,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aofb,RF-Score-VS‡,,,0.82,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
bace1,RF-Score-VS‡,,,18.37,,0.79,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
braf,RF-Score-VS‡,,,12.5,,0.63,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cah2,RF-Score-VS‡,,,18.5,,0.82,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
casp3,RF-Score-VS‡,,,2.02,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cdk2,RF-Score-VS‡,,,0.85,,0.55,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
comt,RF-Score-VS‡,,,0,,0.27,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp2c9,RF-Score-VS‡,,,5,,0.59,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp3a4,RF-Score-VS‡,,,3.59,,0.58,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
csf1r,RF-Score-VS‡,,,,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cxcr4,RF-Score-VS‡,,,0,,0.68,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
def,RF-Score-VS‡,,,4.9,,0.6,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dhi1,RF-Score-VS‡,,,6.36,,0.62,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dpp4,RF-Score-VS‡,,,0.75,,0.6,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
drd3,RF-Score-VS‡,,,3.77,,0.66,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dyr,RF-Score-VS‡,,,1.3,,0.55,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
egfr,RF-Score-VS‡,,,2.58,,0.54,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr1,RF-Score-VS‡,,,0,,0.64,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr2,RF-Score-VS‡,,,0,,0.65,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa10,RF-Score-VS‡,,,13.04,,0.8,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa7,RF-Score-VS‡,,,18.42,,0.85,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fabp4,RF-Score-VS‡,,,0,,0.66,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fak1,RF-Score-VS‡,,,2,,0.7,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fgfr1,RF-Score-VS‡,,,1.44,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fkb1a,RF-Score-VS‡,,,1.8,,0.65,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fnta,RF-Score-VS‡,,,8.11,,0.74,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fpps,RF-Score-VS‡,,,0,,0.2,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gcr,RF-Score-VS‡,,,2.33,,0.6,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
glcm,RF-Score-VS‡,,,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gria2,RF-Score-VS‡,,,4.43,,0.56,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
grik1,RF-Score-VS‡,,,2,,0.46,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac2,RF-Score-VS‡,,,2.7,,0.81,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac8,RF-Score-VS‡,,,3.53,,0.75,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivint,RF-Score-VS‡,,,0,,0.48,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivpr,RF-Score-VS‡,,,23.51,,0.77,0.36,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivrt,RF-Score-VS‡,,,0.3,,0.5,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hmdh,RF-Score-VS‡,,,4.71,,0.71,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hs90a,RF-Score-VS‡,,,0,,0.39,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hxk4,RF-Score-VS‡,,,0,,0.62,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
igf1r,RF-Score-VS‡,,,12.84,,0.57,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
inha,RF-Score-VS‡,,,0,,0.66,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ital,RF-Score-VS‡,,,0.73,,0.61,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
jak2,RF-Score-VS‡,,,8.41,,0.51,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kif11,RF-Score-VS‡,,,14.66,,0.72,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kit,RF-Score-VS‡,,,6.63,,0.65,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kith,RF-Score-VS‡,,,1.75,,0.57,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kpcb,RF-Score-VS‡,,,0,,0.69,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lck,RF-Score-VS‡,,,3.57,,0.49,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lkha4,RF-Score-VS‡,,,0,,0.63,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mapk2,RF-Score-VS‡,,,1.98,,0.64,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mcr,RF-Score-VS‡,,,4.26,,0.72,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
met,RF-Score-VS‡,,,19.28,,0.74,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk01,RF-Score-VS‡,,,5.06,,0.68,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk10,RF-Score-VS‡,,,4.81,,0.56,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk14,RF-Score-VS‡,,,7.44,,0.64,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mmp13,RF-Score-VS‡,,,5.59,,0.66,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mp2k1,RF-Score-VS‡,,,0.83,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nos1,RF-Score-VS‡,,,0,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nram,RF-Score-VS‡,,,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pa2ga,RF-Score-VS‡,,,0,,0.62,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
parp1,RF-Score-VS‡,,,2.56,,0.58,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pde5a,RF-Score-VS‡,,,1.01,,0.58,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh1,RF-Score-VS‡,,,1.54,,0.56,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh2,RF-Score-VS‡,,,1.84,,0.57,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
plk1,RF-Score-VS‡,,,5.66,,0.6,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pnph,RF-Score-VS‡,,,0,,0.52,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppara,RF-Score-VS‡,,,0.8,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppard,RF-Score-VS‡,,,1.25,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pparg,RF-Score-VS‡,,,3.1,,0.71,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
prgr,RF-Score-VS‡,,,2.39,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ptn1,RF-Score-VS‡,,,10,,0.62,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pur2,RF-Score-VS‡,,,0,,0.74,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pygm,RF-Score-VS‡,,,0,,0.62,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pyrd,RF-Score-VS‡,,,11.71,,0.78,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
reni,RF-Score-VS‡,,,3.88,,0.71,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rock1,RF-Score-VS‡,,,1,,0.57,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rxra,RF-Score-VS‡,,,0.76,,0.47,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
sahh,RF-Score-VS‡,,,0,,0.54,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
src,RF-Score-VS‡,,,1.53,,0.53,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tgfr1,RF-Score-VS‡,,,0.75,,0.58,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thb,RF-Score-VS‡,,,1.94,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thrb,RF-Score-VS‡,,,7.38,,0.81,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
try1,RF-Score-VS‡,,,9.35,,0.78,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tryb1,RF-Score-VS‡,,,7.43,,0.72,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tysy,RF-Score-VS‡,,,3.67,,0.68,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
urok,RF-Score-VS‡,,,2.47,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
vgfr2,RF-Score-VS‡,,,5.87,,0.71,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
wee1,RF-Score-VS‡,,,1.98,,0.77,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
xiap,RF-Score-VS‡,,,0,,0.74,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aa2ar,NN-Score,,,0.62,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
abl1,NN-Score,,,2.21,,0.62,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ace,NN-Score,,,4.64,,0.75,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aces,NN-Score,,,1.55,,0.65,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada,NN-Score,,,0,,0.58,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada17,NN-Score,,,3.76,,0.69,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb1,NN-Score,,,2.02,,0.58,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb2,NN-Score,,,3.46,,0.61,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt1,NN-Score,,,0,,0.49,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt2,NN-Score,,,1.71,,0.65,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aldr,NN-Score,,,0,,0.5,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ampc,NN-Score,,,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
andr,NN-Score,,,2.6,,0.57,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aofb,NN-Score,,,0,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
bace1,NN-Score,,,2.12,,0.63,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
braf,NN-Score,,,0.66,,0.56,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cah2,NN-Score,,,3.66,,0.68,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
casp3,NN-Score,,,4.04,,0.63,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cdk2,NN-Score,,,1.48,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
comt,NN-Score,,,4.88,,0.42,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp2c9,NN-Score,,,0,,0.53,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp3a4,NN-Score,,,0,,0.51,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
csf1r,NN-Score,,,,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cxcr4,NN-Score,,,5,,0.8,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
def,NN-Score,,,1.96,,0.56,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dhi1,NN-Score,,,1.82,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dpp4,NN-Score,,,3.19,,0.67,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
drd3,NN-Score,,,1.26,,0.6,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dyr,NN-Score,,,1.3,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
egfr,NN-Score,,,2.77,,0.55,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr1,NN-Score,,,1.31,,0.5,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr2,NN-Score,,,0.27,,0.5,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa10,NN-Score,,,0.93,,0.55,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa7,NN-Score,,,0,,0.7,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fabp4,NN-Score,,,0,,0.3,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fak1,NN-Score,,,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fgfr1,NN-Score,,,1.44,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fkb1a,NN-Score,,,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fnta,NN-Score,,,1.52,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fpps,NN-Score,,,78.82,,1,0.92,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gcr,NN-Score,,,2.33,,0.64,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
glcm,NN-Score,,,1.85,,0.6,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gria2,NN-Score,,,8.86,,0.62,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
grik1,NN-Score,,,4,,0.68,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac2,NN-Score,,,2.16,,0.54,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac8,NN-Score,,,0.59,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivint,NN-Score,,,0,,0.47,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivpr,NN-Score,,,0.19,,0.58,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivrt,NN-Score,,,2.08,,0.56,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hmdh,NN-Score,,,1.76,,0.69,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hs90a,NN-Score,,,2.27,,0.44,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hxk4,NN-Score,,,0,,0.63,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
igf1r,NN-Score,,,2.7,,0.62,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
inha,NN-Score,,,0,,0.54,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ital,NN-Score,,,0.73,,0.48,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
jak2,NN-Score,,,2.8,,0.63,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kif11,NN-Score,,,0,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kit,NN-Score,,,2.41,,0.56,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kith,NN-Score,,,0,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kpcb,NN-Score,,,2.22,,0.49,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lck,NN-Score,,,0.71,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lkha4,NN-Score,,,0,,0.35,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mapk2,NN-Score,,,1.98,,0.54,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mcr,NN-Score,,,9.57,,0.7,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
met,NN-Score,,,1.2,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk01,NN-Score,,,1.27,,0.61,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk10,NN-Score,,,0.96,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk14,NN-Score,,,0.52,,0.51,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mmp13,NN-Score,,,2.1,,0.63,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mp2k1,NN-Score,,,5,,0.68,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nos1,NN-Score,,,2,,0.6,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nram,NN-Score,,,0,,0.6,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pa2ga,NN-Score,,,0,,0.41,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
parp1,NN-Score,,,1.18,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pde5a,NN-Score,,,1.26,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh1,NN-Score,,,1.03,,0.46,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh2,NN-Score,,,1.38,,0.46,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
